Epoch: 0:	Training loss (MRSE): 0.80517	,Validation loss (MRSE): 0.876319	,Training loss (MSE): 8.34517e+16	,Validation loss (MSE): 6.2501e+17	,Training accuracy (MAE): -6.19045e+07	,Validation accuracy (MAE): -1.93774e+08	,Training accuracy (MRAE): 0.146837	,Validation accuracy (MRAE): 0.0858709
Epoch: 1:	Training loss (MRSE): 0.826844	,Validation loss (MRSE): 0.897452	,Training loss (MSE): 8.37001e+16	,Validation loss (MSE): 6.27147e+17	,Training accuracy (MAE): -6.55057e+07	,Validation accuracy (MAE): -2.04628e+08	,Training accuracy (MRAE): 0.118344	,Validation accuracy (MRAE): 0.0710716
Epoch: 2:	Training loss (MRSE): 0.775123	,Validation loss (MRSE): 0.879447	,Training loss (MSE): 8.09725e+16	,Validation loss (MSE): 6.28261e+17	,Training accuracy (MAE): -6.13237e+07	,Validation accuracy (MAE): -2.05459e+08	,Training accuracy (MRAE): 0.176152	,Validation accuracy (MRAE): 0.079241
Epoch: 3:	Training loss (MRSE): 0.775857	,Validation loss (MRSE): 0.886349	,Training loss (MSE): 5.33975e+16	,Validation loss (MSE): 6.23089e+17	,Training accuracy (MAE): -4.3916e+07	,Validation accuracy (MAE): -2.01297e+08	,Training accuracy (MRAE): 0.168008	,Validation accuracy (MRAE): 0.076362
Epoch: 4:	Training loss (MRSE): 0.800871	,Validation loss (MRSE): 0.869146	,Training loss (MSE): 2.12375e+16	,Validation loss (MSE): 6.20531e+17	,Training accuracy (MAE): -3.14026e+07	,Validation accuracy (MAE): -1.99685e+08	,Training accuracy (MRAE): 0.139371	,Validation accuracy (MRAE): 0.0922103
Epoch: 5:	Training loss (MRSE): 0.810736	,Validation loss (MRSE): 0.870006	,Training loss (MSE): 9.81615e+15	,Validation loss (MSE): 6.29761e+17	,Training accuracy (MAE): -2.8323e+07	,Validation accuracy (MAE): -2.0834e+08	,Training accuracy (MRAE): 0.134264	,Validation accuracy (MRAE): 0.0833385
Epoch: 6:	Training loss (MRSE): 0.812419	,Validation loss (MRSE): 0.840612	,Training loss (MSE): 2.54826e+15	,Validation loss (MSE): 6.21031e+17	,Training accuracy (MAE): -1.81806e+07	,Validation accuracy (MAE): -1.96192e+08	,Training accuracy (MRAE): 0.135849	,Validation accuracy (MRAE): 0.121566
Epoch: 7:	Training loss (MRSE): 0.799801	,Validation loss (MRSE): 0.84219	,Training loss (MSE): 6.68557e+14	,Validation loss (MSE): 6.21563e+17	,Training accuracy (MAE): -1.17435e+07	,Validation accuracy (MAE): -1.93169e+08	,Training accuracy (MRAE): 0.140662	,Validation accuracy (MRAE): 0.108315
Epoch: 8:	Training loss (MRSE): 0.774954	,Validation loss (MRSE): 0.83126	,Training loss (MSE): 3.84459e+14	,Validation loss (MSE): 6.22448e+17	,Training accuracy (MAE): -8.76104e+06	,Validation accuracy (MAE): -1.89306e+08	,Training accuracy (MRAE): 0.165798	,Validation accuracy (MRAE): 0.115672
Epoch: 9:	Training loss (MRSE): 0.763128	,Validation loss (MRSE): 0.827922	,Training loss (MSE): 3.4304e+14	,Validation loss (MSE): 6.23382e+17	,Training accuracy (MAE): -8.01071e+06	,Validation accuracy (MAE): -1.88428e+08	,Training accuracy (MRAE): 0.172506	,Validation accuracy (MRAE): 0.118808
Epoch: 10:	Training loss (MRSE): 0.750171	,Validation loss (MRSE): 0.821626	,Training loss (MSE): 1.63062e+14	,Validation loss (MSE): 6.23809e+17	,Training accuracy (MAE): -6.64694e+06	,Validation accuracy (MAE): -1.88562e+08	,Training accuracy (MRAE): 0.183241	,Validation accuracy (MRAE): 0.125463
