Epoch: 0:	Training loss (MRSE): 0.985617	,Validation loss (MRSE): 0.979975	,Training loss (MSE): 1.91396e+17	,Validation loss (MSE): 7.02097e+16	,Training accuracy (MAE): -7.2638e+07	,Validation accuracy (MAE): -3.68336e+07	,Training accuracy (MRAE): 0.0098769	,Validation accuracy (MRAE): 0.0126043
Epoch: 2:	Training loss (MRSE): 0.983524	,Validation loss (MRSE): 0.954972	,Training loss (MSE): 1.37903e+17	,Validation loss (MSE): 5.89632e+16	,Training accuracy (MAE): -5.88443e+07	,Validation accuracy (MAE): -3.67853e+07	,Training accuracy (MRAE): 0.0118128	,Validation accuracy (MRAE): 0.0321051
Epoch: 4:	Training loss (MRSE): 0.901762	,Validation loss (MRSE): 0.901209	,Training loss (MSE): 1.80308e+17	,Validation loss (MSE): 7.02762e+16	,Training accuracy (MAE): -6.93301e+07	,Validation accuracy (MAE): -3.68456e+07	,Training accuracy (MRAE): 0.0682363	,Validation accuracy (MRAE): 0.0690963
Epoch: 6:	Training loss (MRSE): 0.852014	,Validation loss (MRSE): 0.851679	,Training loss (MSE): 1.7674e+17	,Validation loss (MSE): 6.82358e+16	,Training accuracy (MAE): -6.86926e+07	,Validation accuracy (MAE): -3.63607e+07	,Training accuracy (MRAE): 0.0982551	,Validation accuracy (MRAE): 0.098706
Epoch: 8:	Training loss (MRSE): 0.812406	,Validation loss (MRSE): 0.821685	,Training loss (MSE): 1.26439e+17	,Validation loss (MSE): 4.11143e+16	,Training accuracy (MAE): -5.80731e+07	,Validation accuracy (MAE): -3.26424e+07	,Training accuracy (MRAE): 0.127829	,Validation accuracy (MRAE): 0.118773
Epoch: 10:	Training loss (MRSE): 0.892835	,Validation loss (MRSE): 0.877542	,Training loss (MSE): 1.05373e+17	,Validation loss (MSE): 5.25565e+16	,Training accuracy (MAE): -4.95898e+07	,Validation accuracy (MAE): -3.83789e+07	,Training accuracy (MRAE): 0.0696159	,Validation accuracy (MRAE): 0.0838818
Epoch: 12:	Training loss (MRSE): 0.842331	,Validation loss (MRSE): 0.823121	,Training loss (MSE): 1.23766e+17	,Validation loss (MSE): 4.28287e+16	,Training accuracy (MAE): -5.55654e+07	,Validation accuracy (MAE): -2.94502e+07	,Training accuracy (MRAE): 0.106989	,Validation accuracy (MRAE): 0.12214
Epoch: 14:	Training loss (MRSE): 0.889639	,Validation loss (MRSE): 0.910696	,Training loss (MSE): 1.64146e+17	,Validation loss (MSE): 6.98284e+16	,Training accuracy (MAE): -7.43809e+07	,Validation accuracy (MAE): -4.4981e+07	,Training accuracy (MRAE): 0.0733347	,Validation accuracy (MRAE): 0.0585583
Epoch: 16:	Training loss (MRSE): 0.899616	,Validation loss (MRSE): 0.923825	,Training loss (MSE): 1.76426e+17	,Validation loss (MSE): 7.0287e+16	,Training accuracy (MAE): -7.30898e+07	,Validation accuracy (MAE): -4.22244e+07	,Training accuracy (MRAE): 0.0685795	,Validation accuracy (MRAE): 0.0444325
Epoch: 18:	Training loss (MRSE): 0.879856	,Validation loss (MRSE): 0.86944	,Training loss (MSE): 1.71803e+17	,Validation loss (MSE): 7.03265e+16	,Training accuracy (MAE): -7.07075e+07	,Validation accuracy (MAE): -3.93272e+07	,Training accuracy (MRAE): 0.0799983	,Validation accuracy (MRAE): 0.08881
Epoch: 20:	Training loss (MRSE): 0.812662	,Validation loss (MRSE): 0.776782	,Training loss (MSE): 7.45957e+16	,Validation loss (MSE): 1.40438e+16	,Training accuracy (MAE): -4.01057e+07	,Validation accuracy (MAE): -1.77798e+07	,Training accuracy (MRAE): 0.132069	,Validation accuracy (MRAE): 0.158712
