Epoch: 0:	Training loss (MRSE): 0.713262	,Validation loss (MRSE): 0.777434	,Training loss (MSE): 8.13801e+16	,Validation loss (MSE): 6.22508e+17	,Training accuracy (MAE): -4.14737e+07	,Validation accuracy (MAE): -1.77898e+08	,Training accuracy (MRAE): 0.191607	,Validation accuracy (MRAE): 0.161225
Epoch: 1:	Training loss (MRSE): 0.768834	,Validation loss (MRSE): 0.851798	,Training loss (MSE): 7.51788e+16	,Validation loss (MSE): 6.20219e+17	,Training accuracy (MAE): -4.44824e+07	,Validation accuracy (MAE): -2.01471e+08	,Training accuracy (MRAE): 0.160973	,Validation accuracy (MRAE): 0.0980129
Epoch: 2:	Training loss (MRSE): 0.816056	,Validation loss (MRSE): 0.865664	,Training loss (MSE): 3.33021e+16	,Validation loss (MSE): 6.1957e+17	,Training accuracy (MAE): -3.49983e+07	,Validation accuracy (MAE): -2.03311e+08	,Training accuracy (MRAE): 0.112493	,Validation accuracy (MRAE): 0.0957827
Epoch: 3:	Training loss (MRSE): 0.818128	,Validation loss (MRSE): 0.849768	,Training loss (MSE): 5.89713e+16	,Validation loss (MSE): 6.21716e+17	,Training accuracy (MAE): -3.80379e+07	,Validation accuracy (MAE): -2.02984e+08	,Training accuracy (MRAE): 0.111309	,Validation accuracy (MRAE): 0.100885
Epoch: 4:	Training loss (MRSE): 0.78294	,Validation loss (MRSE): 0.816147	,Training loss (MSE): 5.41934e+16	,Validation loss (MSE): 6.09765e+17	,Training accuracy (MAE): -3.68168e+07	,Validation accuracy (MAE): -1.85562e+08	,Training accuracy (MRAE): 0.137051	,Validation accuracy (MRAE): 0.11924
Epoch: 5:	Training loss (MRSE): 0.766284	,Validation loss (MRSE): 0.819959	,Training loss (MSE): 2.21514e+16	,Validation loss (MSE): 6.23773e+17	,Training accuracy (MAE): -2.49079e+07	,Validation accuracy (MAE): -1.834e+08	,Training accuracy (MRAE): 0.153795	,Validation accuracy (MRAE): 0.112982
Epoch: 6:	Training loss (MRSE): 0.731099	,Validation loss (MRSE): 0.874905	,Training loss (MSE): 1.8381e+15	,Validation loss (MSE): 6.27931e+17	,Training accuracy (MAE): -1.17136e+07	,Validation accuracy (MAE): -2.04225e+08	,Training accuracy (MRAE): 0.191907	,Validation accuracy (MRAE): 0.0787039
Epoch: 7:	Training loss (MRSE): 0.72959	,Validation loss (MRSE): 0.900385	,Training loss (MSE): 3.48097e+15	,Validation loss (MSE): 6.27373e+17	,Training accuracy (MAE): -1.34257e+07	,Validation accuracy (MAE): -2.14576e+08	,Training accuracy (MRAE): 0.190918	,Validation accuracy (MRAE): 0.0628152
Epoch: 8:	Training loss (MRSE): 0.720206	,Validation loss (MRSE): 0.903355	,Training loss (MSE): 2.98838e+14	,Validation loss (MSE): 6.24309e+17	,Training accuracy (MAE): -6.6773e+06	,Validation accuracy (MAE): -2.05179e+08	,Training accuracy (MRAE): 0.201213	,Validation accuracy (MRAE): 0.0609535
Epoch: 9:	Training loss (MRSE): 0.70706	,Validation loss (MRSE): 0.889383	,Training loss (MSE): 7.19206e+13	,Validation loss (MSE): 6.24346e+17	,Training accuracy (MAE): -4.71409e+06	,Validation accuracy (MAE): -2.05873e+08	,Training accuracy (MRAE): 0.217909	,Validation accuracy (MRAE): 0.0789996
Epoch: 10:	Training loss (MRSE): 0.696233	,Validation loss (MRSE): 0.880344	,Training loss (MSE): 5.49429e+13	,Validation loss (MSE): 6.24356e+17	,Training accuracy (MAE): -4.31463e+06	,Validation accuracy (MAE): -2.05892e+08	,Training accuracy (MRAE): 0.225353	,Validation accuracy (MRAE): 0.0838305
