Epoch: 0:	Training loss (MRSE): 0.802064	,Validation loss (MRSE): 0.771002	,Training loss (MSE): 1.55153e+17	,Validation loss (MSE): 1.73997e+17	,Training accuracy (MAE): -6.10171e+07	,Validation accuracy (MAE): -7.80772e+07	,Training accuracy (MRAE): 0.136437	,Validation accuracy (MRAE): 0.16418
Epoch: 2:	Training loss (MRSE): 0.740202	,Validation loss (MRSE): 0.733294	,Training loss (MSE): 1.37524e+17	,Validation loss (MSE): 1.64459e+17	,Training accuracy (MAE): -7.79384e+07	,Validation accuracy (MAE): -9.54991e+07	,Training accuracy (MRAE): 0.180172	,Validation accuracy (MRAE): 0.188936
Epoch: 4:	Training loss (MRSE): 0.682646	,Validation loss (MRSE): 0.742307	,Training loss (MSE): 1.14356e+17	,Validation loss (MSE): 1.86699e+17	,Training accuracy (MAE): -5.34601e+07	,Validation accuracy (MAE): -8.98315e+07	,Training accuracy (MRAE): 0.217353	,Validation accuracy (MRAE): 0.17878
Epoch: 6:	Training loss (MRSE): 0.67896	,Validation loss (MRSE): 0.772126	,Training loss (MSE): 6.3191e+16	,Validation loss (MSE): 1.34595e+17	,Training accuracy (MAE): -3.73719e+07	,Validation accuracy (MAE): -8.87493e+07	,Training accuracy (MRAE): 0.21814	,Validation accuracy (MRAE): 0.14921
Epoch: 8:	Training loss (MRSE): 0.681795	,Validation loss (MRSE): 0.756374	,Training loss (MSE): 7.17688e+16	,Validation loss (MSE): 1.24597e+17	,Training accuracy (MAE): -4.08153e+07	,Validation accuracy (MAE): -8.21604e+07	,Training accuracy (MRAE): 0.219766	,Validation accuracy (MRAE): 0.161448
Epoch: 10:	Training loss (MRSE): 0.65698	,Validation loss (MRSE): 0.737934	,Training loss (MSE): 5.51582e+16	,Validation loss (MSE): 1.06028e+17	,Training accuracy (MAE): -2.94107e+07	,Validation accuracy (MAE): -5.97819e+07	,Training accuracy (MRAE): 0.23092	,Validation accuracy (MRAE): 0.182351
Epoch: 12:	Training loss (MRSE): 0.652813	,Validation loss (MRSE): 0.749603	,Training loss (MSE): 5.72159e+16	,Validation loss (MSE): 1.21989e+17	,Training accuracy (MAE): -3.32787e+07	,Validation accuracy (MAE): -8.55713e+07	,Training accuracy (MRAE): 0.239373	,Validation accuracy (MRAE): 0.169234
Epoch: 14:	Training loss (MRSE): 0.626203	,Validation loss (MRSE): 0.735433	,Training loss (MSE): 6.73063e+16	,Validation loss (MSE): 1.40295e+17	,Training accuracy (MAE): -3.4158e+07	,Validation accuracy (MAE): -9.05786e+07	,Training accuracy (MRAE): 0.267695	,Validation accuracy (MRAE): 0.183222
Epoch: 16:	Training loss (MRSE): 0.630647	,Validation loss (MRSE): 0.699211	,Training loss (MSE): 5.62477e+16	,Validation loss (MSE): 1.45818e+17	,Training accuracy (MAE): -3.06893e+07	,Validation accuracy (MAE): -9.28415e+07	,Training accuracy (MRAE): 0.258781	,Validation accuracy (MRAE): 0.209908
Epoch: 18:	Training loss (MRSE): 0.63674	,Validation loss (MRSE): 0.744272	,Training loss (MSE): 6.259e+16	,Validation loss (MSE): 1.5398e+17	,Training accuracy (MAE): -3.30818e+07	,Validation accuracy (MAE): -9.10892e+07	,Training accuracy (MRAE): 0.247894	,Validation accuracy (MRAE): 0.176142
Epoch: 20:	Training loss (MRSE): 0.583464	,Validation loss (MRSE): 0.72768	,Training loss (MSE): 5.38952e+16	,Validation loss (MSE): 1.62277e+17	,Training accuracy (MAE): -2.87525e+07	,Validation accuracy (MAE): -9.2981e+07	,Training accuracy (MRAE): 0.295727	,Validation accuracy (MRAE): 0.185312
Epoch: 22:	Training loss (MRSE): 0.579187	,Validation loss (MRSE): 0.72887	,Training loss (MSE): 5.44331e+16	,Validation loss (MSE): 1.42261e+17	,Training accuracy (MAE): -3.01296e+07	,Validation accuracy (MAE): -9.36156e+07	,Training accuracy (MRAE): 0.2976	,Validation accuracy (MRAE): 0.179223
Epoch: 24:	Training loss (MRSE): 0.577769	,Validation loss (MRSE): 0.721608	,Training loss (MSE): 5.69251e+16	,Validation loss (MSE): 1.37796e+17	,Training accuracy (MAE): -2.98981e+07	,Validation accuracy (MAE): -8.33419e+07	,Training accuracy (MRAE): 0.300781	,Validation accuracy (MRAE): 0.192592
Epoch: 26:	Training loss (MRSE): 0.578798	,Validation loss (MRSE): 0.699566	,Training loss (MSE): 5.52315e+16	,Validation loss (MSE): 1.46977e+17	,Training accuracy (MAE): -2.93914e+07	,Validation accuracy (MAE): -8.26322e+07	,Training accuracy (MRAE): 0.295829	,Validation accuracy (MRAE): 0.217089
Epoch: 28:	Training loss (MRSE): 0.580894	,Validation loss (MRSE): 0.714489	,Training loss (MSE): 5.35849e+16	,Validation loss (MSE): 1.54389e+17	,Training accuracy (MAE): -2.69332e+07	,Validation accuracy (MAE): -8.54322e+07	,Training accuracy (MRAE): 0.299369	,Validation accuracy (MRAE): 0.20167
Epoch: 30:	Training loss (MRSE): 0.586739	,Validation loss (MRSE): 0.729397	,Training loss (MSE): 6.35444e+16	,Validation loss (MSE): 1.51731e+17	,Training accuracy (MAE): -3.34947e+07	,Validation accuracy (MAE): -9.10493e+07	,Training accuracy (MRAE): 0.290195	,Validation accuracy (MRAE): 0.186126
Epoch: 32:	Training loss (MRSE): 0.585674	,Validation loss (MRSE): 0.745765	,Training loss (MSE): 5.80328e+16	,Validation loss (MSE): 1.7646e+17	,Training accuracy (MAE): -2.99078e+07	,Validation accuracy (MAE): -1.00079e+08	,Training accuracy (MRAE): 0.287152	,Validation accuracy (MRAE): 0.175984
Epoch: 34:	Training loss (MRSE): 0.558884	,Validation loss (MRSE): 0.701016	,Training loss (MSE): 5.11777e+16	,Validation loss (MSE): 2.08536e+17	,Training accuracy (MAE): -2.44527e+07	,Validation accuracy (MAE): -1.06601e+08	,Training accuracy (MRAE): 0.316733	,Validation accuracy (MRAE): 0.210651
Epoch: 36:	Training loss (MRSE): 0.574126	,Validation loss (MRSE): 0.743367	,Training loss (MSE): 5.70506e+16	,Validation loss (MSE): 1.62271e+17	,Training accuracy (MAE): -2.91925e+07	,Validation accuracy (MAE): -9.43213e+07	,Training accuracy (MRAE): 0.299414	,Validation accuracy (MRAE): 0.164974
Epoch: 38:	Training loss (MRSE): 0.552925	,Validation loss (MRSE): 0.707455	,Training loss (MSE): 5.01247e+16	,Validation loss (MSE): 1.72804e+17	,Training accuracy (MAE): -2.38118e+07	,Validation accuracy (MAE): -9.59748e+07	,Training accuracy (MRAE): 0.315642	,Validation accuracy (MRAE): 0.197994
Epoch: 40:	Training loss (MRSE): 0.553576	,Validation loss (MRSE): 0.699695	,Training loss (MSE): 5.66296e+16	,Validation loss (MSE): 2.09558e+17	,Training accuracy (MAE): -2.90131e+07	,Validation accuracy (MAE): -1.10633e+08	,Training accuracy (MRAE): 0.320126	,Validation accuracy (MRAE): 0.212434
Epoch: 42:	Training loss (MRSE): 0.558913	,Validation loss (MRSE): 0.707724	,Training loss (MSE): 5.21327e+16	,Validation loss (MSE): 2.25237e+17	,Training accuracy (MAE): -2.71951e+07	,Validation accuracy (MAE): -1.12369e+08	,Training accuracy (MRAE): 0.311424	,Validation accuracy (MRAE): 0.195299
Epoch: 44:	Training loss (MRSE): 0.57416	,Validation loss (MRSE): 0.708537	,Training loss (MSE): 7.6861e+16	,Validation loss (MSE): 2.54828e+17	,Training accuracy (MAE): -3.55911e+07	,Validation accuracy (MAE): -1.25938e+08	,Training accuracy (MRAE): 0.300155	,Validation accuracy (MRAE): 0.20158
Epoch: 46:	Training loss (MRSE): 0.610999	,Validation loss (MRSE): 0.693044	,Training loss (MSE): 5.32354e+16	,Validation loss (MSE): 1.73078e+17	,Training accuracy (MAE): -2.81149e+07	,Validation accuracy (MAE): -9.28645e+07	,Training accuracy (MRAE): 0.27073	,Validation accuracy (MRAE): 0.216554
Epoch: 48:	Training loss (MRSE): 0.577214	,Validation loss (MRSE): 0.69705	,Training loss (MSE): 5.33588e+16	,Validation loss (MSE): 1.68857e+17	,Training accuracy (MAE): -2.83043e+07	,Validation accuracy (MAE): -9.70957e+07	,Training accuracy (MRAE): 0.294563	,Validation accuracy (MRAE): 0.21513
Epoch: 50:	Training loss (MRSE): 0.55828	,Validation loss (MRSE): 0.706253	,Training loss (MSE): 6.45456e+16	,Validation loss (MSE): 2.15561e+17	,Training accuracy (MAE): -3.28046e+07	,Validation accuracy (MAE): -1.17033e+08	,Training accuracy (MRAE): 0.313428	,Validation accuracy (MRAE): 0.205212
