Epoch: 0	,Training loss (MRSE): 0.702831	,Validation loss (MRSE): 0.815835	,Training loss (MSE): 1.52887e+17	,Validation loss (MSE): 1.93036e+17	,Training accuracy (MAE): -6.08528e+07	,Validation accuracy (MAE): -7.50912e+07	,Training accuracy (MRAE): 0.201463	,Validation accuracy (MRAE): 0.125098
Epoch: 8	,Training loss (MRSE): 0.722208	,Validation loss (MRSE): 0.838978	,Training loss (MSE): 1.52664e+17	,Validation loss (MSE): 1.93033e+17	,Training accuracy (MAE): -6.02498e+07	,Validation accuracy (MAE): -7.46606e+07	,Training accuracy (MRAE): 0.185721	,Validation accuracy (MRAE): 0.101912
Epoch: 16	,Training loss (MRSE): 0.548796	,Validation loss (MRSE): 0.822235	,Training loss (MSE): 9.0094e+16	,Validation loss (MSE): 1.93034e+17	,Training accuracy (MAE): -4.22461e+07	,Validation accuracy (MAE): -7.54912e+07	,Training accuracy (MRAE): 0.313325	,Validation accuracy (MRAE): 0.113979
Epoch: 24	,Training loss (MRSE): 0.511178	,Validation loss (MRSE): 0.824268	,Training loss (MSE): 9.2992e+16	,Validation loss (MSE): 1.93059e+17	,Training accuracy (MAE): -4.62922e+07	,Validation accuracy (MAE): -7.53166e+07	,Training accuracy (MRAE): 0.345951	,Validation accuracy (MRAE): 0.121785
Epoch: 32	,Training loss (MRSE): 0.582589	,Validation loss (MRSE): 0.816157	,Training loss (MSE): 1.06522e+17	,Validation loss (MSE): 1.93027e+17	,Training accuracy (MAE): -5.03084e+07	,Validation accuracy (MAE): -7.46987e+07	,Training accuracy (MRAE): 0.275153	,Validation accuracy (MRAE): 0.118933
Epoch: 40	,Training loss (MRSE): 0.583246	,Validation loss (MRSE): 0.825591	,Training loss (MSE): 3.12767e+19	,Validation loss (MSE): 2.162e+17	,Training accuracy (MAE): -7.00069e+08	,Validation accuracy (MAE): -9.11705e+07	,Training accuracy (MRAE): 0.279287	,Validation accuracy (MRAE): 0.113011
Epoch: 48	,Training loss (MRSE): 0.345348	,Validation loss (MRSE): 0.790157	,Training loss (MSE): 4.30639e+16	,Validation loss (MSE): 1.9302e+17	,Training accuracy (MAE): -2.75622e+07	,Validation accuracy (MAE): -7.51115e+07	,Training accuracy (MRAE): 0.500208	,Validation accuracy (MRAE): 0.144393
Epoch: 56	,Training loss (MRSE): 0.43331	,Validation loss (MRSE): 0.805854	,Training loss (MSE): 8.86515e+16	,Validation loss (MSE): 1.93031e+17	,Training accuracy (MAE): -4.48666e+07	,Validation accuracy (MAE): -7.49527e+07	,Training accuracy (MRAE): 0.412178	,Validation accuracy (MRAE): 0.126635
Epoch: 64	,Training loss (MRSE): 0.380686	,Validation loss (MRSE): 0.779183	,Training loss (MSE): 5.20368e+16	,Validation loss (MSE): 1.93032e+17	,Training accuracy (MAE): -3.15497e+07	,Validation accuracy (MAE): -7.51892e+07	,Training accuracy (MRAE): 0.464307	,Validation accuracy (MRAE): 0.153408
Epoch: 72	,Training loss (MRSE): 0.409993	,Validation loss (MRSE): 0.782802	,Training loss (MSE): 5.05742e+16	,Validation loss (MSE): 1.92965e+17	,Training accuracy (MAE): -3.06729e+07	,Validation accuracy (MAE): -7.5394e+07	,Training accuracy (MRAE): 0.432005	,Validation accuracy (MRAE): 0.154233
Epoch: 80	,Training loss (MRSE): 0.356893	,Validation loss (MRSE): 0.780055	,Training loss (MSE): 3.68129e+16	,Validation loss (MSE): 1.92966e+17	,Training accuracy (MAE): -2.72991e+07	,Validation accuracy (MAE): -7.54056e+07	,Training accuracy (MRAE): 0.4818	,Validation accuracy (MRAE): 0.146465
Epoch: 88	,Training loss (MRSE): 0.306622	,Validation loss (MRSE): 0.785123	,Training loss (MSE): 3.12558e+16	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -2.22032e+07	,Validation accuracy (MAE): -7.53633e+07	,Training accuracy (MRAE): 0.532707	,Validation accuracy (MRAE): 0.149842
Epoch: 96	,Training loss (MRSE): 0.363649	,Validation loss (MRSE): 0.793132	,Training loss (MSE): 3.93044e+16	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -2.82964e+07	,Validation accuracy (MAE): -7.49393e+07	,Training accuracy (MRAE): 0.460461	,Validation accuracy (MRAE): 0.140284
Epoch: 104	,Training loss (MRSE): 0.29764	,Validation loss (MRSE): 0.793834	,Training loss (MSE): 8.79658e+16	,Validation loss (MSE): 1.93041e+17	,Training accuracy (MAE): -3.7108e+07	,Validation accuracy (MAE): -7.57679e+07	,Training accuracy (MRAE): 0.537063	,Validation accuracy (MRAE): 0.137682
Epoch: 112	,Training loss (MRSE): 0.315511	,Validation loss (MRSE): 0.782609	,Training loss (MSE): 1.14524e+16	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -1.72412e+07	,Validation accuracy (MAE): -7.59869e+07	,Training accuracy (MRAE): 0.519229	,Validation accuracy (MRAE): 0.152566
