Epoch: 0:	Training loss (MRSE): 0.891843	,Validation loss (MRSE): 0.870554	,Training loss (MSE): 1.98755e+17	,Validation loss (MSE): 4.8034e+16	,Training accuracy (MAE): -7.48846e+07	,Validation accuracy (MAE): -2.84826e+07	,Training accuracy (MRAE): 0.0740431	,Validation accuracy (MRAE): 0.0843205
Epoch: 2:	Training loss (MRSE): 0.868236	,Validation loss (MRSE): 0.831482	,Training loss (MSE): 1.93462e+17	,Validation loss (MSE): 4.7006e+16	,Training accuracy (MAE): -7.9682e+07	,Validation accuracy (MAE): -3.69044e+07	,Training accuracy (MRAE): 0.0829504	,Validation accuracy (MRAE): 0.117449
Epoch: 4:	Training loss (MRSE): 0.739053	,Validation loss (MRSE): 0.752785	,Training loss (MSE): 1.79686e+17	,Validation loss (MSE): 4.74874e+16	,Training accuracy (MAE): -7.82104e+07	,Validation accuracy (MAE): -4.1264e+07	,Training accuracy (MRAE): 0.180248	,Validation accuracy (MRAE): 0.175705
Epoch: 6:	Training loss (MRSE): 0.80359	,Validation loss (MRSE): 0.814971	,Training loss (MSE): 3.03979e+17	,Validation loss (MSE): 1.47291e+17	,Training accuracy (MAE): -1.2036e+08	,Validation accuracy (MAE): -6.2438e+07	,Training accuracy (MRAE): 0.128943	,Validation accuracy (MRAE): 0.11928
Epoch: 8:	Training loss (MRSE): 0.787409	,Validation loss (MRSE): 0.746552	,Training loss (MSE): 1.97148e+17	,Validation loss (MSE): 4.76212e+16	,Training accuracy (MAE): -7.50446e+07	,Validation accuracy (MAE): -2.91533e+07	,Training accuracy (MRAE): 0.144991	,Validation accuracy (MRAE): 0.172626
Epoch: 10:	Training loss (MRSE): 0.78286	,Validation loss (MRSE): 0.803736	,Training loss (MSE): 1.92461e+17	,Validation loss (MSE): 4.59359e+16	,Training accuracy (MAE): -8.00032e+07	,Validation accuracy (MAE): -3.62181e+07	,Training accuracy (MRAE): 0.147525	,Validation accuracy (MRAE): 0.131423
Epoch: 12:	Training loss (MRSE): 0.801733	,Validation loss (MRSE): 0.827567	,Training loss (MSE): 2.56255e+17	,Validation loss (MSE): 1.61409e+17	,Training accuracy (MAE): -1.21771e+08	,Validation accuracy (MAE): -8.49689e+07	,Training accuracy (MRAE): 0.13432	,Validation accuracy (MRAE): 0.11375
Epoch: 14:	Training loss (MRSE): 0.807094	,Validation loss (MRSE): 0.830967	,Training loss (MSE): 2.44548e+17	,Validation loss (MSE): 1.46262e+17	,Training accuracy (MAE): -1.08973e+08	,Validation accuracy (MAE): -7.62172e+07	,Training accuracy (MRAE): 0.125135	,Validation accuracy (MRAE): 0.116569
Epoch: 16:	Training loss (MRSE): 0.805084	,Validation loss (MRSE): 0.843201	,Training loss (MSE): 1.75418e+17	,Validation loss (MSE): 7.06887e+16	,Training accuracy (MAE): -9.58763e+07	,Validation accuracy (MAE): -6.79832e+07	,Training accuracy (MRAE): 0.128809	,Validation accuracy (MRAE): 0.100938
Epoch: 18:	Training loss (MRSE): 0.830714	,Validation loss (MRSE): 0.850313	,Training loss (MSE): 2.10378e+17	,Validation loss (MSE): 6.5557e+16	,Training accuracy (MAE): -1.09982e+08	,Validation accuracy (MAE): -6.60041e+07	,Training accuracy (MRAE): 0.105284	,Validation accuracy (MRAE): 0.089973
Epoch: 20:	Training loss (MRSE): 0.828892	,Validation loss (MRSE): 0.845576	,Training loss (MSE): 1.67919e+17	,Validation loss (MSE): 5.00136e+16	,Training accuracy (MAE): -1.0155e+08	,Validation accuracy (MAE): -6.96859e+07	,Training accuracy (MRAE): 0.111328	,Validation accuracy (MRAE): 0.104167
Epoch: 22:	Training loss (MRSE): 0.819603	,Validation loss (MRSE): 0.824985	,Training loss (MSE): 1.6525e+17	,Validation loss (MSE): 4.75868e+16	,Training accuracy (MAE): -9.68796e+07	,Validation accuracy (MAE): -6.60917e+07	,Training accuracy (MRAE): 0.120456	,Validation accuracy (MRAE): 0.124659
Epoch: 24:	Training loss (MRSE): 0.835291	,Validation loss (MRSE): 0.861863	,Training loss (MSE): 1.65839e+17	,Validation loss (MSE): 4.6506e+16	,Training accuracy (MAE): -9.09761e+07	,Validation accuracy (MAE): -6.0766e+07	,Training accuracy (MRAE): 0.104565	,Validation accuracy (MRAE): 0.0958941
Epoch: 26:	Training loss (MRSE): 0.823492	,Validation loss (MRSE): 0.866832	,Training loss (MSE): 1.66403e+17	,Validation loss (MSE): 4.65611e+16	,Training accuracy (MAE): -8.96915e+07	,Validation accuracy (MAE): -5.97252e+07	,Training accuracy (MRAE): 0.115628	,Validation accuracy (MRAE): 0.0898723
Epoch: 28:	Training loss (MRSE): 0.836126	,Validation loss (MRSE): 0.871038	,Training loss (MSE): 1.68814e+17	,Validation loss (MSE): 4.61724e+16	,Training accuracy (MAE): -8.79626e+07	,Validation accuracy (MAE): -5.59023e+07	,Training accuracy (MRAE): 0.104122	,Validation accuracy (MRAE): 0.08973
