Epoch: 0	,Training loss (MRSE): 0.987414	,Validation loss (MRSE): 1.00102	,Training loss (MSE): 1.52893e+17	,Validation loss (MSE): 1.93035e+17	,Training accuracy (MAE): -6.03901e+07	,Validation accuracy (MAE): -7.46129e+07	,Training accuracy (MRAE): 0.00844692	,Validation accuracy (MRAE): -0.000252799
Epoch: 8	,Training loss (MRSE): 0.720248	,Validation loss (MRSE): 0.820885	,Training loss (MSE): 1.52833e+17	,Validation loss (MSE): 1.93033e+17	,Training accuracy (MAE): -6.03359e+07	,Validation accuracy (MAE): -7.46545e+07	,Training accuracy (MRAE): 0.195489	,Validation accuracy (MRAE): 0.123545
Epoch: 16	,Training loss (MRSE): 0.667631	,Validation loss (MRSE): 0.79742	,Training loss (MSE): 1.52687e+17	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -6.01585e+07	,Validation accuracy (MAE): -7.47403e+07	,Training accuracy (MRAE): 0.219322	,Validation accuracy (MRAE): 0.135248
Epoch: 24	,Training loss (MRSE): 0.63878	,Validation loss (MRSE): 0.80037	,Training loss (MSE): 1.52393e+17	,Validation loss (MSE): 1.93018e+17	,Training accuracy (MAE): -6.00274e+07	,Validation accuracy (MAE): -7.46917e+07	,Training accuracy (MRAE): 0.239178	,Validation accuracy (MRAE): 0.132555
Epoch: 32	,Training loss (MRSE): 0.533427	,Validation loss (MRSE): 0.787207	,Training loss (MSE): 1.16795e+17	,Validation loss (MSE): 1.92986e+17	,Training accuracy (MAE): -5.17617e+07	,Validation accuracy (MAE): -7.50371e+07	,Training accuracy (MRAE): 0.333328	,Validation accuracy (MRAE): 0.144276
Epoch: 40	,Training loss (MRSE): 0.477613	,Validation loss (MRSE): 0.782783	,Training loss (MSE): 1.07296e+17	,Validation loss (MSE): 1.93001e+17	,Training accuracy (MAE): -4.78628e+07	,Validation accuracy (MAE): -7.48286e+07	,Training accuracy (MRAE): 0.38424	,Validation accuracy (MRAE): 0.149806
Epoch: 48	,Training loss (MRSE): 0.675811	,Validation loss (MRSE): 0.832481	,Training loss (MSE): 1.4393e+17	,Validation loss (MSE): 1.93032e+17	,Training accuracy (MAE): -5.8312e+07	,Validation accuracy (MAE): -7.46502e+07	,Training accuracy (MRAE): 0.219623	,Validation accuracy (MRAE): 0.11086
Epoch: 56	,Training loss (MRSE): 0.49917	,Validation loss (MRSE): 0.780089	,Training loss (MSE): 3.23485e+18	,Validation loss (MSE): 1.92999e+17	,Training accuracy (MAE): -1.79178e+08	,Validation accuracy (MAE): -7.52909e+07	,Training accuracy (MRAE): 0.360514	,Validation accuracy (MRAE): 0.158453
Epoch: 64	,Training loss (MRSE): 0.405848	,Validation loss (MRSE): 0.772202	,Training loss (MSE): 5.58116e+16	,Validation loss (MSE): 1.93008e+17	,Training accuracy (MAE): -3.30135e+07	,Validation accuracy (MAE): -7.48248e+07	,Training accuracy (MRAE): 0.447843	,Validation accuracy (MRAE): 0.165216
Epoch: 72	,Training loss (MRSE): 0.566198	,Validation loss (MRSE): 0.819302	,Training loss (MSE): 9.95011e+16	,Validation loss (MSE): 1.93029e+17	,Training accuracy (MAE): -4.84597e+07	,Validation accuracy (MAE): -7.46989e+07	,Training accuracy (MRAE): 0.292921	,Validation accuracy (MRAE): 0.11775
Epoch: 80	,Training loss (MRSE): 0.498632	,Validation loss (MRSE): 0.779852	,Training loss (MSE): 1.12843e+17	,Validation loss (MSE): 1.93021e+17	,Training accuracy (MAE): -5.16144e+07	,Validation accuracy (MAE): -7.46989e+07	,Training accuracy (MRAE): 0.345274	,Validation accuracy (MRAE): 0.144885
Epoch: 88	,Training loss (MRSE): 0.397303	,Validation loss (MRSE): 0.787872	,Training loss (MSE): 3.74519e+16	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -2.60733e+07	,Validation accuracy (MAE): -7.48696e+07	,Training accuracy (MRAE): 0.438374	,Validation accuracy (MRAE): 0.141978
Epoch: 96	,Training loss (MRSE): 0.360491	,Validation loss (MRSE): 0.779061	,Training loss (MSE): 5.56165e+16	,Validation loss (MSE): 1.93015e+17	,Training accuracy (MAE): -2.94646e+07	,Validation accuracy (MAE): -7.48962e+07	,Training accuracy (MRAE): 0.49483	,Validation accuracy (MRAE): 0.152277
Epoch: 104	,Training loss (MRSE): 0.4374	,Validation loss (MRSE): 0.801458	,Training loss (MSE): 5.37377e+16	,Validation loss (MSE): 1.93025e+17	,Training accuracy (MAE): -3.2913e+07	,Validation accuracy (MAE): -7.48301e+07	,Training accuracy (MRAE): 0.407369	,Validation accuracy (MRAE): 0.128981
Epoch: 112	,Training loss (MRSE): 0.358989	,Validation loss (MRSE): 0.78458	,Training loss (MSE): 4.65518e+16	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -3.02125e+07	,Validation accuracy (MAE): -7.48344e+07	,Training accuracy (MRAE): 0.479179	,Validation accuracy (MRAE): 0.143608
