Epoch: 0:	Training loss (MRSE): 0.783526	,Validation loss (MRSE): 0.800953	,Training loss (MSE): 1.14032e+18	,Validation loss (MSE): 1.58796e+18	,Training accuracy (MAE): -4.0651e+08	,Validation accuracy (MAE): -5.60073e+08	,Training accuracy (MRAE): 0.150294	,Validation accuracy (MRAE): 0.13735
Epoch: 2:	Training loss (MRSE): 0.767385	,Validation loss (MRSE): 0.795025	,Training loss (MSE): 6.86454e+17	,Validation loss (MSE): 9.00126e+17	,Training accuracy (MAE): -2.72194e+08	,Validation accuracy (MAE): -3.36061e+08	,Training accuracy (MRAE): 0.15851	,Validation accuracy (MRAE): 0.134283
Epoch: 4:	Training loss (MRSE): 0.752494	,Validation loss (MRSE): 0.790625	,Training loss (MSE): 3.92339e+17	,Validation loss (MSE): 5.42405e+17	,Training accuracy (MAE): -1.85282e+08	,Validation accuracy (MAE): -2.22318e+08	,Training accuracy (MRAE): 0.170131	,Validation accuracy (MRAE): 0.137846
Epoch: 6:	Training loss (MRSE): 0.691253	,Validation loss (MRSE): 0.728327	,Training loss (MSE): 1.79964e+17	,Validation loss (MSE): 2.7697e+17	,Training accuracy (MAE): -9.03189e+07	,Validation accuracy (MAE): -1.24803e+08	,Training accuracy (MRAE): 0.212382	,Validation accuracy (MRAE): 0.190103
Epoch: 8:	Training loss (MRSE): 0.707583	,Validation loss (MRSE): 0.767237	,Training loss (MSE): 2.12795e+17	,Validation loss (MSE): 1.2994e+17	,Training accuracy (MAE): -1.05799e+08	,Validation accuracy (MAE): -1.02603e+08	,Training accuracy (MRAE): 0.198676	,Validation accuracy (MRAE): 0.156758
Epoch: 10:	Training loss (MRSE): 0.70985	,Validation loss (MRSE): 0.751199	,Training loss (MSE): 1.75277e+17	,Validation loss (MSE): 1.86486e+17	,Training accuracy (MAE): -8.60096e+07	,Validation accuracy (MAE): -1.03054e+08	,Training accuracy (MRAE): 0.196662	,Validation accuracy (MRAE): 0.161447
Epoch: 12:	Training loss (MRSE): 0.691993	,Validation loss (MRSE): 0.747847	,Training loss (MSE): 1.23311e+17	,Validation loss (MSE): 2.86374e+17	,Training accuracy (MAE): -6.9111e+07	,Validation accuracy (MAE): -1.2046e+08	,Training accuracy (MRAE): 0.207619	,Validation accuracy (MRAE): 0.167267
Epoch: 14:	Training loss (MRSE): 0.682094	,Validation loss (MRSE): 0.724477	,Training loss (MSE): 1.44256e+17	,Validation loss (MSE): 1.54575e+17	,Training accuracy (MAE): -7.6608e+07	,Validation accuracy (MAE): -6.00573e+07	,Training accuracy (MRAE): 0.211272	,Validation accuracy (MRAE): 0.186683
Epoch: 16:	Training loss (MRSE): 0.66714	,Validation loss (MRSE): 0.760714	,Training loss (MSE): 1.07362e+17	,Validation loss (MSE): 1.67452e+17	,Training accuracy (MAE): -4.94507e+07	,Validation accuracy (MAE): -6.79412e+07	,Training accuracy (MRAE): 0.232538	,Validation accuracy (MRAE): 0.158465
Epoch: 18:	Training loss (MRSE): 0.656003	,Validation loss (MRSE): 0.720862	,Training loss (MSE): 8.70519e+16	,Validation loss (MSE): 1.42089e+17	,Training accuracy (MAE): -4.48515e+07	,Validation accuracy (MAE): -5.81872e+07	,Training accuracy (MRAE): 0.239726	,Validation accuracy (MRAE): 0.197512
Epoch: 20:	Training loss (MRSE): 0.656498	,Validation loss (MRSE): 0.749203	,Training loss (MSE): 9.38892e+16	,Validation loss (MSE): 1.0622e+17	,Training accuracy (MAE): -4.82861e+07	,Validation accuracy (MAE): -5.38021e+07	,Training accuracy (MRAE): 0.24007	,Validation accuracy (MRAE): 0.173355
Epoch: 22:	Training loss (MRSE): 0.665984	,Validation loss (MRSE): 0.749886	,Training loss (MSE): 9.46332e+16	,Validation loss (MSE): 9.7099e+16	,Training accuracy (MAE): -4.93339e+07	,Validation accuracy (MAE): -5.30964e+07	,Training accuracy (MRAE): 0.228736	,Validation accuracy (MRAE): 0.168804
Epoch: 24:	Training loss (MRSE): 0.666674	,Validation loss (MRSE): 0.746227	,Training loss (MSE): 9.92066e+16	,Validation loss (MSE): 1.06029e+17	,Training accuracy (MAE): -4.69933e+07	,Validation accuracy (MAE): -5.35142e+07	,Training accuracy (MRAE): 0.233154	,Validation accuracy (MRAE): 0.171652
Epoch: 26:	Training loss (MRSE): 0.658058	,Validation loss (MRSE): 0.73527	,Training loss (MSE): 9.52692e+16	,Validation loss (MSE): 1.18965e+17	,Training accuracy (MAE): -4.70289e+07	,Validation accuracy (MAE): -5.39676e+07	,Training accuracy (MRAE): 0.236517	,Validation accuracy (MRAE): 0.187719
Epoch: 28:	Training loss (MRSE): 0.684872	,Validation loss (MRSE): 0.779063	,Training loss (MSE): 1.03341e+17	,Validation loss (MSE): 1.41736e+17	,Training accuracy (MAE): -5.03957e+07	,Validation accuracy (MAE): -6.47899e+07	,Training accuracy (MRAE): 0.213865	,Validation accuracy (MRAE): 0.151519
Epoch: 30:	Training loss (MRSE): 0.652068	,Validation loss (MRSE): 0.75179	,Training loss (MSE): 9.07193e+16	,Validation loss (MSE): 1.21115e+17	,Training accuracy (MAE): -5.4331e+07	,Validation accuracy (MAE): -6.55667e+07	,Training accuracy (MRAE): 0.237289	,Validation accuracy (MRAE): 0.170606
Epoch: 32:	Training loss (MRSE): 0.650022	,Validation loss (MRSE): 0.760426	,Training loss (MSE): 9.62811e+16	,Validation loss (MSE): 1.22435e+17	,Training accuracy (MAE): -4.8439e+07	,Validation accuracy (MAE): -5.42171e+07	,Training accuracy (MRAE): 0.240271	,Validation accuracy (MRAE): 0.16373
Epoch: 34:	Training loss (MRSE): 0.624148	,Validation loss (MRSE): 0.719519	,Training loss (MSE): 8.15522e+16	,Validation loss (MSE): 1.2562e+17	,Training accuracy (MAE): -4.49797e+07	,Validation accuracy (MAE): -6.11013e+07	,Training accuracy (MRAE): 0.265603	,Validation accuracy (MRAE): 0.194708
Epoch: 36:	Training loss (MRSE): 0.644598	,Validation loss (MRSE): 0.759869	,Training loss (MSE): 9.0075e+16	,Validation loss (MSE): 1.08662e+17	,Training accuracy (MAE): -4.56077e+07	,Validation accuracy (MAE): -5.30662e+07	,Training accuracy (MRAE): 0.246756	,Validation accuracy (MRAE): 0.165476
Epoch: 38:	Training loss (MRSE): 0.709273	,Validation loss (MRSE): 0.766343	,Training loss (MSE): 1.23934e+17	,Validation loss (MSE): 1.19665e+17	,Training accuracy (MAE): -5.71598e+07	,Validation accuracy (MAE): -5.37544e+07	,Training accuracy (MRAE): 0.191343	,Validation accuracy (MRAE): 0.160677
Epoch: 40:	Training loss (MRSE): 0.645845	,Validation loss (MRSE): 0.749605	,Training loss (MSE): 9.14589e+16	,Validation loss (MSE): 1.31671e+17	,Training accuracy (MAE): -4.75692e+07	,Validation accuracy (MAE): -6.19688e+07	,Training accuracy (MRAE): 0.24406	,Validation accuracy (MRAE): 0.173345
Epoch: 42:	Training loss (MRSE): 0.672744	,Validation loss (MRSE): 0.748211	,Training loss (MSE): 8.3858e+16	,Validation loss (MSE): 1.42951e+17	,Training accuracy (MAE): -4.39659e+07	,Validation accuracy (MAE): -5.79766e+07	,Training accuracy (MRAE): 0.224192	,Validation accuracy (MRAE): 0.174969
Epoch: 44:	Training loss (MRSE): 0.618177	,Validation loss (MRSE): 0.745774	,Training loss (MSE): 7.05132e+16	,Validation loss (MSE): 1.45903e+17	,Training accuracy (MAE): -3.96782e+07	,Validation accuracy (MAE): -6.43541e+07	,Training accuracy (MRAE): 0.266838	,Validation accuracy (MRAE): 0.171505
