Epoch: 0:	Training loss (MRSE): 0.849459	,Validation loss (MRSE): 0.796509	,Training loss (MSE): 4.32104e+17	,Validation loss (MSE): 2.93744e+17	,Training accuracy (MAE): -1.46975e+08	,Validation accuracy (MAE): -1.24181e+08	,Training accuracy (MRAE): 0.101923	,Validation accuracy (MRAE): 0.141308
Epoch: 2:	Training loss (MRSE): 0.884885	,Validation loss (MRSE): 0.865079	,Training loss (MSE): 3.61554e+17	,Validation loss (MSE): 4.99736e+17	,Training accuracy (MAE): -1.46408e+08	,Validation accuracy (MAE): -1.98399e+08	,Training accuracy (MRAE): 0.077667	,Validation accuracy (MRAE): 0.0869341
Epoch: 4:	Training loss (MRSE): 0.833573	,Validation loss (MRSE): 0.816447	,Training loss (MSE): 2.43996e+17	,Validation loss (MSE): 4.41197e+17	,Training accuracy (MAE): -1.02931e+08	,Validation accuracy (MAE): -1.76057e+08	,Training accuracy (MRAE): 0.110973	,Validation accuracy (MRAE): 0.124772
Epoch: 6:	Training loss (MRSE): 0.797461	,Validation loss (MRSE): 0.760057	,Training loss (MSE): 1.7059e+17	,Validation loss (MSE): 2.51679e+17	,Training accuracy (MAE): -8.07748e+07	,Validation accuracy (MAE): -1.25553e+08	,Training accuracy (MRAE): 0.134676	,Validation accuracy (MRAE): 0.155371
Epoch: 8:	Training loss (MRSE): 0.792922	,Validation loss (MRSE): 0.766858	,Training loss (MSE): 1.44198e+17	,Validation loss (MSE): 2.04887e+17	,Training accuracy (MAE): -6.16231e+07	,Validation accuracy (MAE): -8.78598e+07	,Training accuracy (MRAE): 0.138525	,Validation accuracy (MRAE): 0.152545
Epoch: 10:	Training loss (MRSE): 0.783265	,Validation loss (MRSE): 0.746979	,Training loss (MSE): 1.49163e+17	,Validation loss (MSE): 2.56319e+17	,Training accuracy (MAE): -6.24188e+07	,Validation accuracy (MAE): -9.66543e+07	,Training accuracy (MRAE): 0.143134	,Validation accuracy (MRAE): 0.167447
Epoch: 12:	Training loss (MRSE): 0.729627	,Validation loss (MRSE): 0.728563	,Training loss (MSE): 1.42369e+17	,Validation loss (MSE): 2.30458e+17	,Training accuracy (MAE): -6.30763e+07	,Validation accuracy (MAE): -1.01099e+08	,Training accuracy (MRAE): 0.181508	,Validation accuracy (MRAE): 0.180714
Epoch: 14:	Training loss (MRSE): 0.729796	,Validation loss (MRSE): 0.723618	,Training loss (MSE): 1.37219e+17	,Validation loss (MSE): 2.94602e+17	,Training accuracy (MAE): -5.61218e+07	,Validation accuracy (MAE): -1.19365e+08	,Training accuracy (MRAE): 0.185151	,Validation accuracy (MRAE): 0.189309
Epoch: 16:	Training loss (MRSE): 0.716916	,Validation loss (MRSE): 0.73429	,Training loss (MSE): 1.10773e+17	,Validation loss (MSE): 2.1064e+17	,Training accuracy (MAE): -5.3323e+07	,Validation accuracy (MAE): -9.05772e+07	,Training accuracy (MRAE): 0.18963	,Validation accuracy (MRAE): 0.179095
Epoch: 18:	Training loss (MRSE): 0.71365	,Validation loss (MRSE): 0.746671	,Training loss (MSE): 1.03949e+17	,Validation loss (MSE): 2.44545e+17	,Training accuracy (MAE): -5.59854e+07	,Validation accuracy (MAE): -1.11416e+08	,Training accuracy (MRAE): 0.18983	,Validation accuracy (MRAE): 0.165002
Epoch: 20:	Training loss (MRSE): 0.715776	,Validation loss (MRSE): 0.767635	,Training loss (MSE): 9.34719e+16	,Validation loss (MSE): 1.90073e+17	,Training accuracy (MAE): -4.70983e+07	,Validation accuracy (MAE): -8.83806e+07	,Training accuracy (MRAE): 0.196231	,Validation accuracy (MRAE): 0.162295
Epoch: 22:	Training loss (MRSE): 0.719324	,Validation loss (MRSE): 0.773886	,Training loss (MSE): 1.391e+17	,Validation loss (MSE): 1.81325e+17	,Training accuracy (MAE): -6.06962e+07	,Validation accuracy (MAE): -7.85164e+07	,Training accuracy (MRAE): 0.18987	,Validation accuracy (MRAE): 0.148886
Epoch: 24:	Training loss (MRSE): 0.735084	,Validation loss (MRSE): 0.765314	,Training loss (MSE): 1.33741e+17	,Validation loss (MSE): 1.95664e+17	,Training accuracy (MAE): -6.1821e+07	,Validation accuracy (MAE): -9.18541e+07	,Training accuracy (MRAE): 0.180866	,Validation accuracy (MRAE): 0.164382
Epoch: 26:	Training loss (MRSE): 0.73987	,Validation loss (MRSE): 0.753821	,Training loss (MSE): 1.20518e+17	,Validation loss (MSE): 1.82837e+17	,Training accuracy (MAE): -5.46644e+07	,Validation accuracy (MAE): -7.72516e+07	,Training accuracy (MRAE): 0.173643	,Validation accuracy (MRAE): 0.162872
Epoch: 28:	Training loss (MRSE): 0.702453	,Validation loss (MRSE): 0.755167	,Training loss (MSE): 1.29465e+17	,Validation loss (MSE): 2.25467e+17	,Training accuracy (MAE): -5.68047e+07	,Validation accuracy (MAE): -1.0197e+08	,Training accuracy (MRAE): 0.204695	,Validation accuracy (MRAE): 0.166247
