Epoch: 0:	Training loss (MRSE): 0.813805	,Validation loss (MRSE): 0.851445	,Training loss (MSE): 2.99915e+17	,Validation loss (MSE): 5.84862e+17	,Training accuracy (MAE): -1.34383e+08	,Validation accuracy (MAE): -2.20544e+08	,Training accuracy (MRAE): 0.129249	,Validation accuracy (MRAE): 0.0975456
Epoch: 2:	Training loss (MRSE): 0.756317	,Validation loss (MRSE): 0.820754	,Training loss (MSE): 8.76686e+16	,Validation loss (MSE): 1.73826e+17	,Training accuracy (MAE): -7.20426e+07	,Validation accuracy (MAE): -1.0784e+08	,Training accuracy (MRAE): 0.170787	,Validation accuracy (MRAE): 0.123199
Epoch: 4:	Training loss (MRSE): 0.746188	,Validation loss (MRSE): 0.843693	,Training loss (MSE): 6.70891e+16	,Validation loss (MSE): 7.07136e+16	,Training accuracy (MAE): -5.18244e+07	,Validation accuracy (MAE): -5.44326e+07	,Training accuracy (MRAE): 0.176014	,Validation accuracy (MRAE): 0.0993813
Epoch: 6:	Training loss (MRSE): 0.749295	,Validation loss (MRSE): 0.820989	,Training loss (MSE): 5.60482e+16	,Validation loss (MSE): 5.70147e+16	,Training accuracy (MAE): -4.27233e+07	,Validation accuracy (MAE): -4.67446e+07	,Training accuracy (MRAE): 0.167966	,Validation accuracy (MRAE): 0.112144
Epoch: 8:	Training loss (MRSE): 0.731416	,Validation loss (MRSE): 0.810489	,Training loss (MSE): 5.59222e+16	,Validation loss (MSE): 6.12414e+16	,Training accuracy (MAE): -5.06386e+07	,Validation accuracy (MAE): -5.26634e+07	,Training accuracy (MRAE): 0.185547	,Validation accuracy (MRAE): 0.129156
Epoch: 10:	Training loss (MRSE): 0.674403	,Validation loss (MRSE): 0.799514	,Training loss (MSE): 5.12421e+16	,Validation loss (MSE): 6.9825e+16	,Training accuracy (MAE): -5.05026e+07	,Validation accuracy (MAE): -5.93835e+07	,Training accuracy (MRAE): 0.227992	,Validation accuracy (MRAE): 0.130646
Epoch: 12:	Training loss (MRSE): 0.673121	,Validation loss (MRSE): 0.782418	,Training loss (MSE): 5.19303e+16	,Validation loss (MSE): 6.50696e+16	,Training accuracy (MAE): -4.63573e+07	,Validation accuracy (MAE): -5.33423e+07	,Training accuracy (MRAE): 0.225024	,Validation accuracy (MRAE): 0.142718
Epoch: 14:	Training loss (MRSE): 0.729805	,Validation loss (MRSE): 0.819817	,Training loss (MSE): 5.03407e+16	,Validation loss (MSE): 7.90528e+16	,Training accuracy (MAE): -5.47547e+07	,Validation accuracy (MAE): -6.31163e+07	,Training accuracy (MRAE): 0.181398	,Validation accuracy (MRAE): 0.119672
Epoch: 16:	Training loss (MRSE): 0.732622	,Validation loss (MRSE): 0.826039	,Training loss (MSE): 5.04973e+16	,Validation loss (MSE): 8.74637e+16	,Training accuracy (MAE): -5.7251e+07	,Validation accuracy (MAE): -6.79071e+07	,Training accuracy (MRAE): 0.180809	,Validation accuracy (MRAE): 0.116274
Epoch: 18:	Training loss (MRSE): 0.702927	,Validation loss (MRSE): 0.816984	,Training loss (MSE): 4.77615e+16	,Validation loss (MSE): 8.95805e+16	,Training accuracy (MAE): -5.3429e+07	,Validation accuracy (MAE): -6.70693e+07	,Training accuracy (MRAE): 0.20529	,Validation accuracy (MRAE): 0.121867
Epoch: 20:	Training loss (MRSE): 0.674206	,Validation loss (MRSE): 0.806895	,Training loss (MSE): 4.68134e+16	,Validation loss (MSE): 1.01189e+17	,Training accuracy (MAE): -4.70926e+07	,Validation accuracy (MAE): -6.8474e+07	,Training accuracy (MRAE): 0.233299	,Validation accuracy (MRAE): 0.128428
Epoch: 22:	Training loss (MRSE): 0.66663	,Validation loss (MRSE): 0.805376	,Training loss (MSE): 4.86428e+16	,Validation loss (MSE): 1.0779e+17	,Training accuracy (MAE): -4.68292e+07	,Validation accuracy (MAE): -6.86559e+07	,Training accuracy (MRAE): 0.239768	,Validation accuracy (MRAE): 0.129411
Epoch: 24:	Training loss (MRSE): 0.692858	,Validation loss (MRSE): 0.798401	,Training loss (MSE): 5.08695e+16	,Validation loss (MSE): 1.0535e+17	,Training accuracy (MAE): -5.29697e+07	,Validation accuracy (MAE): -7.07853e+07	,Training accuracy (MRAE): 0.214531	,Validation accuracy (MRAE): 0.139635
Epoch: 26:	Training loss (MRSE): 0.748776	,Validation loss (MRSE): 0.832493	,Training loss (MSE): 5.87272e+16	,Validation loss (MSE): 1.31133e+17	,Training accuracy (MAE): -6.42582e+07	,Validation accuracy (MAE): -8.3604e+07	,Training accuracy (MRAE): 0.165632	,Validation accuracy (MRAE): 0.106867
Epoch: 28:	Training loss (MRSE): 0.676326	,Validation loss (MRSE): 0.811727	,Training loss (MSE): 4.75027e+16	,Validation loss (MSE): 1.11562e+17	,Training accuracy (MAE): -4.68807e+07	,Validation accuracy (MAE): -7.44803e+07	,Training accuracy (MRAE): 0.226807	,Validation accuracy (MRAE): 0.125566
Epoch: 30:	Training loss (MRSE): 0.647888	,Validation loss (MRSE): 0.805041	,Training loss (MSE): 4.51621e+16	,Validation loss (MSE): 1.03604e+17	,Training accuracy (MAE): -4.21875e+07	,Validation accuracy (MAE): -6.96046e+07	,Training accuracy (MRAE): 0.249599	,Validation accuracy (MRAE): 0.13193
Epoch: 32:	Training loss (MRSE): 0.636845	,Validation loss (MRSE): 0.796958	,Training loss (MSE): 4.41346e+16	,Validation loss (MSE): 1.06615e+17	,Training accuracy (MAE): -4.02901e+07	,Validation accuracy (MAE): -7.23413e+07	,Training accuracy (MRAE): 0.259495	,Validation accuracy (MRAE): 0.139684
Epoch: 34:	Training loss (MRSE): 0.635716	,Validation loss (MRSE): 0.800071	,Training loss (MSE): 4.41127e+16	,Validation loss (MSE): 1.03566e+17	,Training accuracy (MAE): -3.97483e+07	,Validation accuracy (MAE): -7.11809e+07	,Training accuracy (MRAE): 0.260929	,Validation accuracy (MRAE): 0.132579
Epoch: 36:	Training loss (MRSE): 0.621131	,Validation loss (MRSE): 0.797729	,Training loss (MSE): 4.30845e+16	,Validation loss (MSE): 1.04752e+17	,Training accuracy (MAE): -3.95646e+07	,Validation accuracy (MAE): -7.04235e+07	,Training accuracy (MRAE): 0.277049	,Validation accuracy (MRAE): 0.13649
Epoch: 38:	Training loss (MRSE): 0.655691	,Validation loss (MRSE): 0.805954	,Training loss (MSE): 4.40857e+16	,Validation loss (MSE): 1.19321e+17	,Training accuracy (MAE): -4.39591e+07	,Validation accuracy (MAE): -7.78643e+07	,Training accuracy (MRAE): 0.243262	,Validation accuracy (MRAE): 0.131793
Epoch: 40:	Training loss (MRSE): 0.617202	,Validation loss (MRSE): 0.811083	,Training loss (MSE): 4.37585e+16	,Validation loss (MSE): 1.19282e+17	,Training accuracy (MAE): -3.96418e+07	,Validation accuracy (MAE): -7.48023e+07	,Training accuracy (MRAE): 0.278979	,Validation accuracy (MRAE): 0.126655
Epoch: 42:	Training loss (MRSE): 0.630192	,Validation loss (MRSE): 0.818648	,Training loss (MSE): 4.47309e+16	,Validation loss (MSE): 1.17064e+17	,Training accuracy (MAE): -4.35901e+07	,Validation accuracy (MAE): -7.66565e+07	,Training accuracy (MRAE): 0.264659	,Validation accuracy (MRAE): 0.120228
Epoch: 44:	Training loss (MRSE): 0.635966	,Validation loss (MRSE): 0.823555	,Training loss (MSE): 4.45841e+16	,Validation loss (MSE): 1.24187e+17	,Training accuracy (MAE): -4.19444e+07	,Validation accuracy (MAE): -7.83897e+07	,Training accuracy (MRAE): 0.25682	,Validation accuracy (MRAE): 0.116192
Epoch: 46:	Training loss (MRSE): 0.685902	,Validation loss (MRSE): 0.818543	,Training loss (MSE): 4.57508e+16	,Validation loss (MSE): 1.18449e+17	,Training accuracy (MAE): -4.65348e+07	,Validation accuracy (MAE): -7.95405e+07	,Training accuracy (MRAE): 0.217412	,Validation accuracy (MRAE): 0.122197
Epoch: 48:	Training loss (MRSE): 0.630867	,Validation loss (MRSE): 0.809575	,Training loss (MSE): 4.39828e+16	,Validation loss (MSE): 1.12214e+17	,Training accuracy (MAE): -4.2167e+07	,Validation accuracy (MAE): -7.31518e+07	,Training accuracy (MRAE): 0.261905	,Validation accuracy (MRAE): 0.131505
Epoch: 50:	Training loss (MRSE): 0.623282	,Validation loss (MRSE): 0.809584	,Training loss (MSE): 4.38543e+16	,Validation loss (MSE): 1.12042e+17	,Training accuracy (MAE): -4.22661e+07	,Validation accuracy (MAE): -7.34372e+07	,Training accuracy (MRAE): 0.270844	,Validation accuracy (MRAE): 0.128139
Epoch: 52:	Training loss (MRSE): 0.620514	,Validation loss (MRSE): 0.812564	,Training loss (MSE): 4.31434e+16	,Validation loss (MSE): 1.13175e+17	,Training accuracy (MAE): -4.04019e+07	,Validation accuracy (MAE): -7.3109e+07	,Training accuracy (MRAE): 0.269452	,Validation accuracy (MRAE): 0.123768
Epoch: 54:	Training loss (MRSE): 0.611154	,Validation loss (MRSE): 0.78831	,Training loss (MSE): 4.26699e+16	,Validation loss (MSE): 1.1459e+17	,Training accuracy (MAE): -3.94603e+07	,Validation accuracy (MAE): -7.41036e+07	,Training accuracy (MRAE): 0.277062	,Validation accuracy (MRAE): 0.143978
Epoch: 56:	Training loss (MRSE): 0.671727	,Validation loss (MRSE): 0.802668	,Training loss (MSE): 4.55112e+16	,Validation loss (MSE): 1.24034e+17	,Training accuracy (MAE): -4.72203e+07	,Validation accuracy (MAE): -8.09936e+07	,Training accuracy (MRAE): 0.228548	,Validation accuracy (MRAE): 0.134171
Epoch: 58:	Training loss (MRSE): 0.676358	,Validation loss (MRSE): 0.811081	,Training loss (MSE): 4.62565e+16	,Validation loss (MSE): 1.29449e+17	,Training accuracy (MAE): -4.81572e+07	,Validation accuracy (MAE): -8.34108e+07	,Training accuracy (MRAE): 0.224746	,Validation accuracy (MRAE): 0.126445
Epoch: 60:	Training loss (MRSE): 0.657813	,Validation loss (MRSE): 0.822394	,Training loss (MSE): 4.54729e+16	,Validation loss (MSE): 1.2178e+17	,Training accuracy (MAE): -4.60797e+07	,Validation accuracy (MAE): -8.03929e+07	,Training accuracy (MRAE): 0.239535	,Validation accuracy (MRAE): 0.116944
Epoch: 62:	Training loss (MRSE): 0.639076	,Validation loss (MRSE): 0.817118	,Training loss (MSE): 4.39801e+16	,Validation loss (MSE): 1.10398e+17	,Training accuracy (MAE): -4.20431e+07	,Validation accuracy (MAE): -7.15906e+07	,Training accuracy (MRAE): 0.258305	,Validation accuracy (MRAE): 0.119056
Epoch: 64:	Training loss (MRSE): 0.619442	,Validation loss (MRSE): 0.801566	,Training loss (MSE): 4.42673e+16	,Validation loss (MSE): 1.12341e+17	,Training accuracy (MAE): -4.0458e+07	,Validation accuracy (MAE): -7.13446e+07	,Training accuracy (MRAE): 0.273331	,Validation accuracy (MRAE): 0.134581
Epoch: 66:	Training loss (MRSE): 0.62458	,Validation loss (MRSE): 0.803679	,Training loss (MSE): 4.35732e+16	,Validation loss (MSE): 1.1195e+17	,Training accuracy (MAE): -4.15384e+07	,Validation accuracy (MAE): -7.25845e+07	,Training accuracy (MRAE): 0.266786	,Validation accuracy (MRAE): 0.130697
Epoch: 68:	Training loss (MRSE): 0.614326	,Validation loss (MRSE): 0.789968	,Training loss (MSE): 4.39834e+16	,Validation loss (MSE): 1.16033e+17	,Training accuracy (MAE): -4.002e+07	,Validation accuracy (MAE): -7.28251e+07	,Training accuracy (MRAE): 0.270857	,Validation accuracy (MRAE): 0.142526
Epoch: 70:	Training loss (MRSE): 0.643307	,Validation loss (MRSE): 0.804389	,Training loss (MSE): 4.3418e+16	,Validation loss (MSE): 1.14264e+17	,Training accuracy (MAE): -4.3112e+07	,Validation accuracy (MAE): -7.40729e+07	,Training accuracy (MRAE): 0.251299	,Validation accuracy (MRAE): 0.130423
Epoch: 72:	Training loss (MRSE): 0.625298	,Validation loss (MRSE): 0.801162	,Training loss (MSE): 4.50589e+16	,Validation loss (MSE): 1.22651e+17	,Training accuracy (MAE): -4.3015e+07	,Validation accuracy (MAE): -7.83191e+07	,Training accuracy (MRAE): 0.264389	,Validation accuracy (MRAE): 0.132145
Epoch: 74:	Training loss (MRSE): 0.656196	,Validation loss (MRSE): 0.827652	,Training loss (MSE): 4.29319e+16	,Validation loss (MSE): 1.23818e+17	,Training accuracy (MAE): -4.52698e+07	,Validation accuracy (MAE): -8.11835e+07	,Training accuracy (MRAE): 0.244574	,Validation accuracy (MRAE): 0.111004
Epoch: 76:	Training loss (MRSE): 0.661551	,Validation loss (MRSE): 0.806093	,Training loss (MSE): 4.5595e+16	,Validation loss (MSE): 1.19067e+17	,Training accuracy (MAE): -4.878e+07	,Validation accuracy (MAE): -7.97363e+07	,Training accuracy (MRAE): 0.241052	,Validation accuracy (MRAE): 0.131438
Epoch: 78:	Training loss (MRSE): 0.627243	,Validation loss (MRSE): 0.809679	,Training loss (MSE): 4.7341e+16	,Validation loss (MSE): 1.28731e+17	,Training accuracy (MAE): -4.86374e+07	,Validation accuracy (MAE): -8.51344e+07	,Training accuracy (MRAE): 0.270439	,Validation accuracy (MRAE): 0.129375
Epoch: 80:	Training loss (MRSE): 0.634483	,Validation loss (MRSE): 0.826814	,Training loss (MSE): 4.46759e+16	,Validation loss (MSE): 1.16285e+17	,Training accuracy (MAE): -4.39292e+07	,Validation accuracy (MAE): -7.95866e+07	,Training accuracy (MRAE): 0.260641	,Validation accuracy (MRAE): 0.113524
Epoch: 82:	Training loss (MRSE): 0.612923	,Validation loss (MRSE): 0.82778	,Training loss (MSE): 4.35432e+16	,Validation loss (MSE): 1.08479e+17	,Training accuracy (MAE): -4.05473e+07	,Validation accuracy (MAE): -7.60228e+07	,Training accuracy (MRAE): 0.281617	,Validation accuracy (MRAE): 0.110915
Epoch: 84:	Training loss (MRSE): 0.625234	,Validation loss (MRSE): 0.825782	,Training loss (MSE): 4.36164e+16	,Validation loss (MSE): 1.05802e+17	,Training accuracy (MAE): -4.14115e+07	,Validation accuracy (MAE): -7.55706e+07	,Training accuracy (MRAE): 0.266558	,Validation accuracy (MRAE): 0.117576
Epoch: 86:	Training loss (MRSE): 0.65093	,Validation loss (MRSE): 0.82833	,Training loss (MSE): 4.35095e+16	,Validation loss (MSE): 1.03554e+17	,Training accuracy (MAE): -4.36394e+07	,Validation accuracy (MAE): -7.55419e+07	,Training accuracy (MRAE): 0.248134	,Validation accuracy (MRAE): 0.115488
Epoch: 88:	Training loss (MRSE): 0.665513	,Validation loss (MRSE): 0.823563	,Training loss (MSE): 4.38025e+16	,Validation loss (MSE): 1.01578e+17	,Training accuracy (MAE): -4.5982e+07	,Validation accuracy (MAE): -7.5816e+07	,Training accuracy (MRAE): 0.236034	,Validation accuracy (MRAE): 0.116915
Epoch: 90:	Training loss (MRSE): 0.645072	,Validation loss (MRSE): 0.818332	,Training loss (MSE): 4.30605e+16	,Validation loss (MSE): 9.82962e+16	,Training accuracy (MAE): -4.39366e+07	,Validation accuracy (MAE): -7.37127e+07	,Training accuracy (MRAE): 0.253129	,Validation accuracy (MRAE): 0.120078
Epoch: 92:	Training loss (MRSE): 0.633923	,Validation loss (MRSE): 0.814333	,Training loss (MSE): 4.34403e+16	,Validation loss (MSE): 9.70658e+16	,Training accuracy (MAE): -4.45184e+07	,Validation accuracy (MAE): -7.26799e+07	,Training accuracy (MRAE): 0.261249	,Validation accuracy (MRAE): 0.126865
Epoch: 94:	Training loss (MRSE): 0.623178	,Validation loss (MRSE): 0.808577	,Training loss (MSE): 4.3381e+16	,Validation loss (MSE): 1.01296e+17	,Training accuracy (MAE): -4.3727e+07	,Validation accuracy (MAE): -7.34062e+07	,Training accuracy (MRAE): 0.270913	,Validation accuracy (MRAE): 0.130549
Epoch: 96:	Training loss (MRSE): 0.621072	,Validation loss (MRSE): 0.810778	,Training loss (MSE): 4.46538e+16	,Validation loss (MSE): 1.06307e+17	,Training accuracy (MAE): -4.40413e+07	,Validation accuracy (MAE): -7.49418e+07	,Training accuracy (MRAE): 0.274037	,Validation accuracy (MRAE): 0.128929
Epoch: 98:	Training loss (MRSE): 0.629709	,Validation loss (MRSE): 0.815831	,Training loss (MSE): 4.52941e+16	,Validation loss (MSE): 1.03914e+17	,Training accuracy (MAE): -4.569e+07	,Validation accuracy (MAE): -7.33303e+07	,Training accuracy (MRAE): 0.264941	,Validation accuracy (MRAE): 0.12189
Epoch: 100:	Training loss (MRSE): 0.632439	,Validation loss (MRSE): 0.815738	,Training loss (MSE): 4.50578e+16	,Validation loss (MSE): 1.08482e+17	,Training accuracy (MAE): -4.72673e+07	,Validation accuracy (MAE): -7.48856e+07	,Training accuracy (MRAE): 0.261464	,Validation accuracy (MRAE): 0.124001
Epoch: 102:	Training loss (MRSE): 0.629934	,Validation loss (MRSE): 0.812152	,Training loss (MSE): 4.47074e+16	,Validation loss (MSE): 1.11404e+17	,Training accuracy (MAE): -4.5882e+07	,Validation accuracy (MAE): -7.49024e+07	,Training accuracy (MRAE): 0.262617	,Validation accuracy (MRAE): 0.129264
Epoch: 104:	Training loss (MRSE): 0.620044	,Validation loss (MRSE): 0.812986	,Training loss (MSE): 4.45714e+16	,Validation loss (MSE): 1.14973e+17	,Training accuracy (MAE): -4.56629e+07	,Validation accuracy (MAE): -7.58727e+07	,Training accuracy (MRAE): 0.26975	,Validation accuracy (MRAE): 0.125786
Epoch: 106:	Training loss (MRSE): 0.625581	,Validation loss (MRSE): 0.815772	,Training loss (MSE): 4.4765e+16	,Validation loss (MSE): 1.15394e+17	,Training accuracy (MAE): -4.65202e+07	,Validation accuracy (MAE): -7.65472e+07	,Training accuracy (MRAE): 0.265896	,Validation accuracy (MRAE): 0.124102
Epoch: 108:	Training loss (MRSE): 0.626378	,Validation loss (MRSE): 0.82014	,Training loss (MSE): 4.54058e+16	,Validation loss (MSE): 1.15875e+17	,Training accuracy (MAE): -4.75081e+07	,Validation accuracy (MAE): -7.73223e+07	,Training accuracy (MRAE): 0.26437	,Validation accuracy (MRAE): 0.119639
Epoch: 110:	Training loss (MRSE): 0.631011	,Validation loss (MRSE): 0.820763	,Training loss (MSE): 4.53591e+16	,Validation loss (MSE): 1.19048e+17	,Training accuracy (MAE): -4.82711e+07	,Validation accuracy (MAE): -7.93255e+07	,Training accuracy (MRAE): 0.263163	,Validation accuracy (MRAE): 0.123945
