Epoch: 0:	Training loss (MRSE): 0.804266	,Validation loss (MRSE): 0.814204	,Training loss (MSE): 1.49994e+17	,Validation loss (MSE): 2.83451e+17	,Training accuracy (MAE): -5.7477e+07	,Validation accuracy (MAE): -1.06471e+08	,Training accuracy (MRAE): 0.132178	,Validation accuracy (MRAE): 0.121312
Epoch: 2:	Training loss (MRSE): 0.746039	,Validation loss (MRSE): 0.780151	,Training loss (MSE): 1.27199e+17	,Validation loss (MSE): 2.40196e+17	,Training accuracy (MAE): -6.55929e+07	,Validation accuracy (MAE): -1.02006e+08	,Training accuracy (MRAE): 0.172467	,Validation accuracy (MRAE): 0.15341
Epoch: 4:	Training loss (MRSE): 0.764681	,Validation loss (MRSE): 0.772607	,Training loss (MSE): 6.89758e+16	,Validation loss (MSE): 2.03259e+17	,Training accuracy (MAE): -3.77167e+07	,Validation accuracy (MAE): -8.64007e+07	,Training accuracy (MRAE): 0.161498	,Validation accuracy (MRAE): 0.146058
Epoch: 6:	Training loss (MRSE): 0.766718	,Validation loss (MRSE): 0.735928	,Training loss (MSE): 8.24417e+16	,Validation loss (MSE): 1.77098e+17	,Training accuracy (MAE): -4.62691e+07	,Validation accuracy (MAE): -9.05287e+07	,Training accuracy (MRAE): 0.159855	,Validation accuracy (MRAE): 0.176054
Epoch: 8:	Training loss (MRSE): 0.801809	,Validation loss (MRSE): 0.797412	,Training loss (MSE): 7.83118e+16	,Validation loss (MSE): 1.43849e+17	,Training accuracy (MAE): -4.90822e+07	,Validation accuracy (MAE): -9.22448e+07	,Training accuracy (MRAE): 0.13495	,Validation accuracy (MRAE): 0.139476
Epoch: 10:	Training loss (MRSE): 0.744632	,Validation loss (MRSE): 0.744371	,Training loss (MSE): 6.10782e+16	,Validation loss (MSE): 1.38743e+17	,Training accuracy (MAE): -3.38431e+07	,Validation accuracy (MAE): -7.06438e+07	,Training accuracy (MRAE): 0.172982	,Validation accuracy (MRAE): 0.177876
Epoch: 12:	Training loss (MRSE): 0.715225	,Validation loss (MRSE): 0.729726	,Training loss (MSE): 6.11913e+16	,Validation loss (MSE): 1.595e+17	,Training accuracy (MAE): -3.39475e+07	,Validation accuracy (MAE): -7.46826e+07	,Training accuracy (MRAE): 0.195675	,Validation accuracy (MRAE): 0.187261
Epoch: 14:	Training loss (MRSE): 0.705087	,Validation loss (MRSE): 0.748311	,Training loss (MSE): 6.1385e+16	,Validation loss (MSE): 1.65231e+17	,Training accuracy (MAE): -3.43799e+07	,Validation accuracy (MAE): -7.41071e+07	,Training accuracy (MRAE): 0.203044	,Validation accuracy (MRAE): 0.173452
Epoch: 16:	Training loss (MRSE): 0.718752	,Validation loss (MRSE): 0.744152	,Training loss (MSE): 6.2345e+16	,Validation loss (MSE): 1.72226e+17	,Training accuracy (MAE): -3.43897e+07	,Validation accuracy (MAE): -7.61525e+07	,Training accuracy (MRAE): 0.192829	,Validation accuracy (MRAE): 0.176421
Epoch: 18:	Training loss (MRSE): 0.686073	,Validation loss (MRSE): 0.726961	,Training loss (MSE): 5.60884e+16	,Validation loss (MSE): 1.45933e+17	,Training accuracy (MAE): -3.11409e+07	,Validation accuracy (MAE): -7.13579e+07	,Training accuracy (MRAE): 0.222069	,Validation accuracy (MRAE): 0.198632
Epoch: 20:	Training loss (MRSE): 0.685896	,Validation loss (MRSE): 0.720893	,Training loss (MSE): 5.43157e+16	,Validation loss (MSE): 1.53522e+17	,Training accuracy (MAE): -3.12331e+07	,Validation accuracy (MAE): -7.45372e+07	,Training accuracy (MRAE): 0.22052	,Validation accuracy (MRAE): 0.200731
