Epoch: 0	,Training loss (MRSE): 0.747863	,Validation loss (MRSE): 0.860098	,Training loss (MSE): 8.59029e+18	,Validation loss (MSE): 8.76532e+18	,Training accuracy (MAE): -4.05551e+08	,Validation accuracy (MAE): -5.12197e+08	,Training accuracy (MRAE): 0.172779	,Validation accuracy (MRAE): 0.0968918
Epoch: 8	,Training loss (MRSE): 0.607767	,Validation loss (MRSE): 0.799758	,Training loss (MSE): 1.93344e+18	,Validation loss (MSE): 1.93e+17	,Training accuracy (MAE): -1.25858e+08	,Validation accuracy (MAE): -7.49963e+07	,Training accuracy (MRAE): 0.268052	,Validation accuracy (MRAE): 0.133643
Epoch: 16	,Training loss (MRSE): 0.523037	,Validation loss (MRSE): 0.805897	,Training loss (MSE): 9.9543e+18	,Validation loss (MSE): 1.93013e+17	,Training accuracy (MAE): -1.98347e+08	,Validation accuracy (MAE): -7.52248e+07	,Training accuracy (MRAE): 0.336362	,Validation accuracy (MRAE): 0.130776
Epoch: 24	,Training loss (MRSE): 0.468293	,Validation loss (MRSE): 0.776479	,Training loss (MSE): 1.06695e+17	,Validation loss (MSE): 1.92997e+17	,Training accuracy (MAE): -4.4037e+07	,Validation accuracy (MAE): -7.48498e+07	,Training accuracy (MRAE): 0.384466	,Validation accuracy (MRAE): 0.159617
Epoch: 32	,Training loss (MRSE): 0.424742	,Validation loss (MRSE): 0.780204	,Training loss (MSE): 8.72367e+16	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -3.53013e+07	,Validation accuracy (MAE): -7.5004e+07	,Training accuracy (MRAE): 0.423248	,Validation accuracy (MRAE): 0.152913
Epoch: 40	,Training loss (MRSE): 0.392884	,Validation loss (MRSE): 0.783788	,Training loss (MSE): 4.46576e+16	,Validation loss (MSE): 1.93042e+17	,Training accuracy (MAE): -2.82943e+07	,Validation accuracy (MAE): -7.53644e+07	,Training accuracy (MRAE): 0.457303	,Validation accuracy (MRAE): 0.152228
Epoch: 48	,Training loss (MRSE): 0.435087	,Validation loss (MRSE): 0.783502	,Training loss (MSE): 3.14338e+18	,Validation loss (MSE): 1.93058e+17	,Training accuracy (MAE): -2.18927e+08	,Validation accuracy (MAE): -7.63083e+07	,Training accuracy (MRAE): 0.408223	,Validation accuracy (MRAE): 0.155766
Epoch: 56	,Training loss (MRSE): 0.37701	,Validation loss (MRSE): 0.784103	,Training loss (MSE): 8.41235e+17	,Validation loss (MSE): 1.93017e+17	,Training accuracy (MAE): -7.02423e+07	,Validation accuracy (MAE): -7.56349e+07	,Training accuracy (MRAE): 0.463689	,Validation accuracy (MRAE): 0.147048
Epoch: 64	,Training loss (MRSE): 0.368469	,Validation loss (MRSE): 0.785934	,Training loss (MSE): 2.46331e+18	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -1.02698e+08	,Validation accuracy (MAE): -7.51803e+07	,Training accuracy (MRAE): 0.4741	,Validation accuracy (MRAE): 0.146186
Epoch: 72	,Training loss (MRSE): 0.378357	,Validation loss (MRSE): 0.782936	,Training loss (MSE): 2.7744e+18	,Validation loss (MSE): 1.93109e+17	,Training accuracy (MAE): -2.23509e+08	,Validation accuracy (MAE): -7.63338e+07	,Training accuracy (MRAE): 0.457535	,Validation accuracy (MRAE): 0.152062
Epoch: 80	,Training loss (MRSE): 0.292494	,Validation loss (MRSE): 0.778308	,Training loss (MSE): 2.25238e+16	,Validation loss (MSE): 1.92998e+17	,Training accuracy (MAE): -1.98859e+07	,Validation accuracy (MAE): -7.50703e+07	,Training accuracy (MRAE): 0.558623	,Validation accuracy (MRAE): 0.156832
Epoch: 88	,Training loss (MRSE): 0.298766	,Validation loss (MRSE): 0.777397	,Training loss (MSE): 3.30838e+16	,Validation loss (MSE): 1.9295e+17	,Training accuracy (MAE): -2.59847e+07	,Validation accuracy (MAE): -7.50707e+07	,Training accuracy (MRAE): 0.54353	,Validation accuracy (MRAE): 0.150055
Epoch: 96	,Training loss (MRSE): 0.301064	,Validation loss (MRSE): 0.776602	,Training loss (MSE): 1.88038e+17	,Validation loss (MSE): 1.92996e+17	,Training accuracy (MAE): -6.16375e+07	,Validation accuracy (MAE): -7.54242e+07	,Training accuracy (MRAE): 0.528012	,Validation accuracy (MRAE): 0.156231
Epoch: 104	,Training loss (MRSE): 0.26378	,Validation loss (MRSE): 0.788905	,Training loss (MSE): 4.99253e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -2.81553e+07	,Validation accuracy (MAE): -7.53731e+07	,Training accuracy (MRAE): 0.59119	,Validation accuracy (MRAE): 0.143988
Epoch: 112	,Training loss (MRSE): 0.290577	,Validation loss (MRSE): 0.789938	,Training loss (MSE): 8.4314e+16	,Validation loss (MSE): 1.93039e+17	,Training accuracy (MAE): -3.731e+07	,Validation accuracy (MAE): -7.55235e+07	,Training accuracy (MRAE): 0.543711	,Validation accuracy (MRAE): 0.142159
Epoch: 120	,Training loss (MRSE): 0.385425	,Validation loss (MRSE): 0.7931	,Training loss (MSE): 1.57845e+16	,Validation loss (MSE): 1.92926e+17	,Training accuracy (MAE): -1.81033e+07	,Validation accuracy (MAE): -7.5797e+07	,Training accuracy (MRAE): 0.44906	,Validation accuracy (MRAE): 0.139711
Epoch: 128	,Training loss (MRSE): 0.244253	,Validation loss (MRSE): 0.780004	,Training loss (MSE): 2.05155e+16	,Validation loss (MSE): 1.9301e+17	,Training accuracy (MAE): -2.10919e+07	,Validation accuracy (MAE): -7.51253e+07	,Training accuracy (MRAE): 0.598222	,Validation accuracy (MRAE): 0.158863
Epoch: 136	,Training loss (MRSE): 0.2557	,Validation loss (MRSE): 0.793441	,Training loss (MSE): 7.76022e+17	,Validation loss (MSE): 1.93035e+17	,Training accuracy (MAE): -1.15556e+08	,Validation accuracy (MAE): -7.58555e+07	,Training accuracy (MRAE): 0.574315	,Validation accuracy (MRAE): 0.140319
Epoch: 144	,Training loss (MRSE): 0.241548	,Validation loss (MRSE): 0.784356	,Training loss (MSE): 7.29505e+16	,Validation loss (MSE): 1.93006e+17	,Training accuracy (MAE): -3.68642e+07	,Validation accuracy (MAE): -7.58432e+07	,Training accuracy (MRAE): 0.589483	,Validation accuracy (MRAE): 0.153136
Epoch: 152	,Training loss (MRSE): 0.225533	,Validation loss (MRSE): 0.786134	,Training loss (MSE): 7.85914e+15	,Validation loss (MSE): 1.93034e+17	,Training accuracy (MAE): -1.28947e+07	,Validation accuracy (MAE): -7.54921e+07	,Training accuracy (MRAE): 0.615198	,Validation accuracy (MRAE): 0.149304
Epoch: 160	,Training loss (MRSE): 0.217092	,Validation loss (MRSE): 0.786751	,Training loss (MSE): 1.06795e+17	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -4.41663e+07	,Validation accuracy (MAE): -7.56531e+07	,Training accuracy (MRAE): 0.618597	,Validation accuracy (MRAE): 0.14927
Epoch: 168	,Training loss (MRSE): 0.20522	,Validation loss (MRSE): 0.793608	,Training loss (MSE): 2.03047e+17	,Validation loss (MSE): 1.93031e+17	,Training accuracy (MAE): -6.37328e+07	,Validation accuracy (MAE): -7.56527e+07	,Training accuracy (MRAE): 0.643546	,Validation accuracy (MRAE): 0.148126
Epoch: 176	,Training loss (MRSE): 0.208426	,Validation loss (MRSE): 0.787985	,Training loss (MSE): 2.47566e+16	,Validation loss (MSE): 1.93008e+17	,Training accuracy (MAE): -2.2493e+07	,Validation accuracy (MAE): -7.52538e+07	,Training accuracy (MRAE): 0.634146	,Validation accuracy (MRAE): 0.147631
Epoch: 184	,Training loss (MRSE): 0.20788	,Validation loss (MRSE): 0.78893	,Training loss (MSE): 3.55139e+16	,Validation loss (MSE): 1.93025e+17	,Training accuracy (MAE): -2.58588e+07	,Validation accuracy (MAE): -7.55253e+07	,Training accuracy (MRAE): 0.626361	,Validation accuracy (MRAE): 0.146923
Epoch: 192	,Training loss (MRSE): 0.22239	,Validation loss (MRSE): 0.783215	,Training loss (MSE): 5.70287e+15	,Validation loss (MSE): 1.92996e+17	,Training accuracy (MAE): -1.17809e+07	,Validation accuracy (MAE): -7.53824e+07	,Training accuracy (MRAE): 0.618552	,Validation accuracy (MRAE): 0.149508
Epoch: 200	,Training loss (MRSE): 0.353533	,Validation loss (MRSE): 0.797527	,Training loss (MSE): 7.27153e+16	,Validation loss (MSE): 1.9303e+17	,Training accuracy (MAE): -3.89569e+07	,Validation accuracy (MAE): -7.50527e+07	,Training accuracy (MRAE): 0.450823	,Validation accuracy (MRAE): 0.135311
Epoch: 208	,Training loss (MRSE): 0.184549	,Validation loss (MRSE): 0.785157	,Training loss (MSE): 2.12866e+16	,Validation loss (MSE): 1.93029e+17	,Training accuracy (MAE): -1.98822e+07	,Validation accuracy (MAE): -7.54793e+07	,Training accuracy (MRAE): 0.667809	,Validation accuracy (MRAE): 0.154352
Epoch: 216	,Training loss (MRSE): 0.226565	,Validation loss (MRSE): 0.787142	,Training loss (MSE): 5.5264e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -3.50884e+07	,Validation accuracy (MAE): -7.5943e+07	,Training accuracy (MRAE): 0.592862	,Validation accuracy (MRAE): 0.149022
