Epoch: 0	,Training loss (MRSE): 0.85434	,Validation loss (MRSE): 0.892355	,Training loss (MSE): 1.52417e+17	,Validation loss (MSE): 1.93045e+17	,Training accuracy (MAE): -6.08709e+07	,Validation accuracy (MAE): -7.55079e+07	,Training accuracy (MRAE): 0.0980181	,Validation accuracy (MRAE): 0.0820267
Epoch: 8	,Training loss (MRSE): 0.6925	,Validation loss (MRSE): 0.837	,Training loss (MSE): 1.52672e+17	,Validation loss (MSE): 1.93033e+17	,Training accuracy (MAE): -6.02351e+07	,Validation accuracy (MAE): -7.48208e+07	,Training accuracy (MRAE): 0.212712	,Validation accuracy (MRAE): 0.110432
Epoch: 16	,Training loss (MRSE): 0.600343	,Validation loss (MRSE): 0.807748	,Training loss (MSE): 1.46409e+17	,Validation loss (MSE): 1.92946e+17	,Training accuracy (MAE): -5.83373e+07	,Validation accuracy (MAE): -7.51708e+07	,Training accuracy (MRAE): 0.286476	,Validation accuracy (MRAE): 0.123246
Epoch: 24	,Training loss (MRSE): 0.572479	,Validation loss (MRSE): 0.810483	,Training loss (MSE): 1.50097e+19	,Validation loss (MSE): 1.93048e+17	,Training accuracy (MAE): -2.47347e+08	,Validation accuracy (MAE): -7.53159e+07	,Training accuracy (MRAE): 0.299132	,Validation accuracy (MRAE): 0.129507
Epoch: 32	,Training loss (MRSE): -nan	,Validation loss (MRSE): 0.770215	,Training loss (MSE): inf	,Validation loss (MSE): 1.93017e+17	,Training accuracy (MAE): -inf	,Validation accuracy (MAE): -7.46882e+07	,Training accuracy (MRAE): -nan	,Validation accuracy (MRAE): 0.155096
Epoch: 40	,Training loss (MRSE): 0.431793	,Validation loss (MRSE): 0.781131	,Training loss (MSE): 6.70935e+17	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -8.7216e+07	,Validation accuracy (MAE): -7.53627e+07	,Training accuracy (MRAE): 0.417245	,Validation accuracy (MRAE): 0.154077
Epoch: 48	,Training loss (MRSE): 0.472689	,Validation loss (MRSE): 0.798202	,Training loss (MSE): 5.59109e+18	,Validation loss (MSE): 1.93046e+17	,Training accuracy (MAE): -3.15156e+08	,Validation accuracy (MAE): -7.57771e+07	,Training accuracy (MRAE): 0.376757	,Validation accuracy (MRAE): 0.131525
Epoch: 56	,Training loss (MRSE): 0.325911	,Validation loss (MRSE): 0.769179	,Training loss (MSE): 3.75162e+16	,Validation loss (MSE): 1.92997e+17	,Training accuracy (MAE): -2.57509e+07	,Validation accuracy (MAE): -7.49796e+07	,Training accuracy (MRAE): 0.527606	,Validation accuracy (MRAE): 0.164712
Epoch: 64	,Training loss (MRSE): 0.35238	,Validation loss (MRSE): 0.788635	,Training loss (MSE): 1.22801e+17	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -4.36894e+07	,Validation accuracy (MAE): -7.49904e+07	,Training accuracy (MRAE): 0.48586	,Validation accuracy (MRAE): 0.144104
Epoch: 72	,Training loss (MRSE): 0.401385	,Validation loss (MRSE): 0.785429	,Training loss (MSE): 6.03402e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -3.63912e+07	,Validation accuracy (MAE): -7.48904e+07	,Training accuracy (MRAE): 0.435185	,Validation accuracy (MRAE): 0.139425
Epoch: 80	,Training loss (MRSE): 0.358959	,Validation loss (MRSE): 0.776323	,Training loss (MSE): 6.36899e+16	,Validation loss (MSE): 1.93011e+17	,Training accuracy (MAE): -3.66389e+07	,Validation accuracy (MAE): -7.48401e+07	,Training accuracy (MRAE): 0.465863	,Validation accuracy (MRAE): 0.157843
