Epoch: 0	,Training loss (MRSE): 0.824129	,Validation loss (MRSE): 0.905873	,Training loss (MSE): 1.97265e+22	,Validation loss (MSE): 4.82985e+19	,Training accuracy (MAE): -7.19077e+09	,Validation accuracy (MAE): -1.11774e+09	,Training accuracy (MRAE): 0.119609	,Validation accuracy (MRAE): 0.062658
Epoch: 8	,Training loss (MRSE): 0.61292	,Validation loss (MRSE): 0.783255	,Training loss (MSE): 1.52309e+17	,Validation loss (MSE): 1.92991e+17	,Training accuracy (MAE): -6.38785e+07	,Validation accuracy (MAE): -7.51927e+07	,Training accuracy (MRAE): 0.270748	,Validation accuracy (MRAE): 0.1559
Epoch: 16	,Training loss (MRSE): 0.560065	,Validation loss (MRSE): 0.768275	,Training loss (MSE): 1.23664e+17	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -5.3491e+07	,Validation accuracy (MAE): -7.48384e+07	,Training accuracy (MRAE): 0.306858	,Validation accuracy (MRAE): 0.16508
Epoch: 24	,Training loss (MRSE): 0.49027	,Validation loss (MRSE): 0.779678	,Training loss (MSE): 9.52441e+17	,Validation loss (MSE): 1.92995e+17	,Training accuracy (MAE): -1.09186e+08	,Validation accuracy (MAE): -7.52239e+07	,Training accuracy (MRAE): 0.370801	,Validation accuracy (MRAE): 0.152438
Epoch: 32	,Training loss (MRSE): 0.464121	,Validation loss (MRSE): 0.794332	,Training loss (MSE): 7.07328e+18	,Validation loss (MSE): 1.93033e+17	,Training accuracy (MAE): -2.90683e+08	,Validation accuracy (MAE): -7.55176e+07	,Training accuracy (MRAE): 0.388276	,Validation accuracy (MRAE): 0.138859
Epoch: 40	,Training loss (MRSE): 0.541792	,Validation loss (MRSE): 0.827369	,Training loss (MSE): 1.10051e+17	,Validation loss (MSE): 1.9303e+17	,Training accuracy (MAE): -5.0721e+07	,Validation accuracy (MAE): -7.48357e+07	,Training accuracy (MRAE): 0.317203	,Validation accuracy (MRAE): 0.112944
Epoch: 48	,Training loss (MRSE): 0.401891	,Validation loss (MRSE): 0.81408	,Training loss (MSE): 2.32187e+17	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -4.60088e+07	,Validation accuracy (MAE): -7.53035e+07	,Training accuracy (MRAE): 0.455673	,Validation accuracy (MRAE): 0.128236
Epoch: 56	,Training loss (MRSE): 0.368379	,Validation loss (MRSE): 0.798968	,Training loss (MSE): 6.873e+16	,Validation loss (MSE): 1.93017e+17	,Training accuracy (MAE): -3.82398e+07	,Validation accuracy (MAE): -7.50332e+07	,Training accuracy (MRAE): 0.47628	,Validation accuracy (MRAE): 0.134894
Epoch: 64	,Training loss (MRSE): 0.367623	,Validation loss (MRSE): 0.819355	,Training loss (MSE): 6.8378e+16	,Validation loss (MSE): 1.93034e+17	,Training accuracy (MAE): -3.87266e+07	,Validation accuracy (MAE): -7.52107e+07	,Training accuracy (MRAE): 0.480114	,Validation accuracy (MRAE): 0.117871
Epoch: 72	,Training loss (MRSE): 0.332285	,Validation loss (MRSE): 0.779963	,Training loss (MSE): 2.74195e+17	,Validation loss (MSE): 1.92992e+17	,Training accuracy (MAE): -5.30462e+07	,Validation accuracy (MAE): -7.53999e+07	,Training accuracy (MRAE): 0.509304	,Validation accuracy (MRAE): 0.148066
Epoch: 80	,Training loss (MRSE): 0.320551	,Validation loss (MRSE): 0.803058	,Training loss (MSE): 6.78335e+16	,Validation loss (MSE): 1.93043e+17	,Training accuracy (MAE): -3.51602e+07	,Validation accuracy (MAE): -7.54409e+07	,Training accuracy (MRAE): 0.511845	,Validation accuracy (MRAE): 0.128951
Epoch: 88	,Training loss (MRSE): 0.287797	,Validation loss (MRSE): 0.775458	,Training loss (MSE): 2.37623e+16	,Validation loss (MSE): 1.92997e+17	,Training accuracy (MAE): -2.13544e+07	,Validation accuracy (MAE): -7.51013e+07	,Training accuracy (MRAE): 0.547696	,Validation accuracy (MRAE): 0.156296
Epoch: 96	,Training loss (MRSE): 0.337283	,Validation loss (MRSE): 0.788272	,Training loss (MSE): 1.42326e+16	,Validation loss (MSE): 1.93025e+17	,Training accuracy (MAE): -1.64306e+07	,Validation accuracy (MAE): -7.48905e+07	,Training accuracy (MRAE): 0.487319	,Validation accuracy (MRAE): 0.142044
Epoch: 104	,Training loss (MRSE): 0.297047	,Validation loss (MRSE): 0.796071	,Training loss (MSE): 5.47477e+16	,Validation loss (MSE): 1.93002e+17	,Training accuracy (MAE): -3.08672e+07	,Validation accuracy (MAE): -7.50674e+07	,Training accuracy (MRAE): 0.546221	,Validation accuracy (MRAE): 0.135013
Epoch: 112	,Training loss (MRSE): 0.252211	,Validation loss (MRSE): 0.784752	,Training loss (MSE): 3.00065e+16	,Validation loss (MSE): 1.93038e+17	,Training accuracy (MAE): -2.37444e+07	,Validation accuracy (MAE): -7.5392e+07	,Training accuracy (MRAE): 0.579821	,Validation accuracy (MRAE): 0.14765
Epoch: 120	,Training loss (MRSE): 0.237836	,Validation loss (MRSE): 0.785276	,Training loss (MSE): 1.34472e+16	,Validation loss (MSE): 1.93009e+17	,Training accuracy (MAE): -1.56837e+07	,Validation accuracy (MAE): -7.54932e+07	,Training accuracy (MRAE): 0.607371	,Validation accuracy (MRAE): 0.147332
Epoch: 128	,Training loss (MRSE): 0.344666	,Validation loss (MRSE): 0.810889	,Training loss (MSE): 2.88286e+17	,Validation loss (MSE): 1.93e+17	,Training accuracy (MAE): -7.47987e+07	,Validation accuracy (MAE): -7.57324e+07	,Training accuracy (MRAE): 0.471189	,Validation accuracy (MRAE): 0.125285
Epoch: 136	,Training loss (MRSE): 0.215008	,Validation loss (MRSE): 0.781438	,Training loss (MSE): 5.19582e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -3.14571e+07	,Validation accuracy (MAE): -7.52169e+07	,Training accuracy (MRAE): 0.623736	,Validation accuracy (MRAE): 0.15455
Epoch: 144	,Training loss (MRSE): 0.27995	,Validation loss (MRSE): 0.78404	,Training loss (MSE): 8.29146e+16	,Validation loss (MSE): 1.93035e+17	,Training accuracy (MAE): -3.37563e+07	,Validation accuracy (MAE): -7.51187e+07	,Training accuracy (MRAE): 0.535731	,Validation accuracy (MRAE): 0.151033
Epoch: 152	,Training loss (MRSE): 0.244382	,Validation loss (MRSE): 0.808698	,Training loss (MSE): 1.72012e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -1.87245e+07	,Validation accuracy (MAE): -7.5555e+07	,Training accuracy (MRAE): 0.585173	,Validation accuracy (MRAE): 0.121651
Epoch: 160	,Training loss (MRSE): 0.21564	,Validation loss (MRSE): 0.794076	,Training loss (MSE): 5.81826e+16	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -2.71435e+07	,Validation accuracy (MAE): -7.53471e+07	,Training accuracy (MRAE): 0.618868	,Validation accuracy (MRAE): 0.137455
Epoch: 168	,Training loss (MRSE): 0.423851	,Validation loss (MRSE): 0.775862	,Training loss (MSE): 9.98349e+16	,Validation loss (MSE): 1.93032e+17	,Training accuracy (MAE): -4.7168e+07	,Validation accuracy (MAE): -7.48548e+07	,Training accuracy (MRAE): 0.406559	,Validation accuracy (MRAE): 0.157839
Epoch: 176	,Training loss (MRSE): 0.2112	,Validation loss (MRSE): 0.777194	,Training loss (MSE): 6.07579e+15	,Validation loss (MSE): 1.92965e+17	,Training accuracy (MAE): -1.10771e+07	,Validation accuracy (MAE): -7.53183e+07	,Training accuracy (MRAE): 0.63603	,Validation accuracy (MRAE): 0.163553
Epoch: 184	,Training loss (MRSE): 0.23414	,Validation loss (MRSE): 0.792704	,Training loss (MSE): 1.27829e+16	,Validation loss (MSE): 1.93015e+17	,Training accuracy (MAE): -1.61074e+07	,Validation accuracy (MAE): -7.58958e+07	,Training accuracy (MRAE): 0.58745	,Validation accuracy (MRAE): 0.14918
Epoch: 192	,Training loss (MRSE): 0.24137	,Validation loss (MRSE): 0.803794	,Training loss (MSE): 4.036e+16	,Validation loss (MSE): 1.93037e+17	,Training accuracy (MAE): -2.93991e+07	,Validation accuracy (MAE): -7.57875e+07	,Training accuracy (MRAE): 0.595583	,Validation accuracy (MRAE): 0.129095
Epoch: 200	,Training loss (MRSE): 0.197608	,Validation loss (MRSE): 0.786436	,Training loss (MSE): 6.46814e+15	,Validation loss (MSE): 1.9308e+17	,Training accuracy (MAE): -1.58334e+07	,Validation accuracy (MAE): -7.59066e+07	,Training accuracy (MRAE): 0.645869	,Validation accuracy (MRAE): 0.151407
Epoch: 208	,Training loss (MRSE): 0.227791	,Validation loss (MRSE): 0.813473	,Training loss (MSE): 2.73539e+16	,Validation loss (MSE): 1.93001e+17	,Training accuracy (MAE): -2.21572e+07	,Validation accuracy (MAE): -7.53923e+07	,Training accuracy (MRAE): 0.605338	,Validation accuracy (MRAE): 0.126562
Epoch: 216	,Training loss (MRSE): 0.201565	,Validation loss (MRSE): 0.78828	,Training loss (MSE): 9.49353e+15	,Validation loss (MSE): 1.93033e+17	,Training accuracy (MAE): -1.43699e+07	,Validation accuracy (MAE): -7.53084e+07	,Training accuracy (MRAE): 0.636478	,Validation accuracy (MRAE): 0.153378
Epoch: 224	,Training loss (MRSE): 0.183859	,Validation loss (MRSE): 0.797917	,Training loss (MSE): 5.08761e+15	,Validation loss (MSE): 1.93013e+17	,Training accuracy (MAE): -1.11916e+07	,Validation accuracy (MAE): -7.53636e+07	,Training accuracy (MRAE): 0.669502	,Validation accuracy (MRAE): 0.137728
Epoch: 232	,Training loss (MRSE): 0.254484	,Validation loss (MRSE): 0.820438	,Training loss (MSE): 1.89633e+16	,Validation loss (MSE): 1.93007e+17	,Training accuracy (MAE): -1.97734e+07	,Validation accuracy (MAE): -7.53386e+07	,Training accuracy (MRAE): 0.574197	,Validation accuracy (MRAE): 0.124165
Epoch: 240	,Training loss (MRSE): 0.208783	,Validation loss (MRSE): 0.790042	,Training loss (MSE): 5.48188e+16	,Validation loss (MSE): 1.93393e+17	,Training accuracy (MAE): -3.48993e+07	,Validation accuracy (MAE): -7.76088e+07	,Training accuracy (MRAE): 0.610266	,Validation accuracy (MRAE): 0.140921
Epoch: 248	,Training loss (MRSE): 0.181616	,Validation loss (MRSE): 0.800657	,Training loss (MSE): 5.88427e+15	,Validation loss (MSE): 1.93194e+17	,Training accuracy (MAE): -1.12288e+07	,Validation accuracy (MAE): -7.73443e+07	,Training accuracy (MRAE): 0.655946	,Validation accuracy (MRAE): 0.138704
Epoch: 256	,Training loss (MRSE): 0.234998	,Validation loss (MRSE): 0.790841	,Training loss (MSE): 9.4711e+15	,Validation loss (MSE): 1.9304e+17	,Training accuracy (MAE): -1.35576e+07	,Validation accuracy (MAE): -7.532e+07	,Training accuracy (MRAE): 0.603105	,Validation accuracy (MRAE): 0.141843
Epoch: 264	,Training loss (MRSE): 0.21872	,Validation loss (MRSE): 0.794648	,Training loss (MSE): 1.15147e+16	,Validation loss (MSE): 1.93072e+17	,Training accuracy (MAE): -1.52713e+07	,Validation accuracy (MAE): -7.58027e+07	,Training accuracy (MRAE): 0.615271	,Validation accuracy (MRAE): 0.140649
Epoch: 272	,Training loss (MRSE): 0.143551	,Validation loss (MRSE): 0.806867	,Training loss (MSE): 1.95791e+17	,Validation loss (MSE): 1.93095e+17	,Training accuracy (MAE): -4.53051e+07	,Validation accuracy (MAE): -7.63241e+07	,Training accuracy (MRAE): 0.711419	,Validation accuracy (MRAE): 0.131737
Epoch: 280	,Training loss (MRSE): 0.238327	,Validation loss (MRSE): 0.814997	,Training loss (MSE): 4.81782e+16	,Validation loss (MSE): 1.93514e+17	,Training accuracy (MAE): -2.91814e+07	,Validation accuracy (MAE): -7.84324e+07	,Training accuracy (MRAE): 0.578872	,Validation accuracy (MRAE): 0.121782
Epoch: 288	,Training loss (MRSE): 0.233145	,Validation loss (MRSE): 0.806905	,Training loss (MSE): 4.49512e+16	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -3.10274e+07	,Validation accuracy (MAE): -7.51556e+07	,Training accuracy (MRAE): 0.57512	,Validation accuracy (MRAE): 0.126448
Epoch: 296	,Training loss (MRSE): 0.185831	,Validation loss (MRSE): 0.796844	,Training loss (MSE): 4.64771e+16	,Validation loss (MSE): 1.93001e+17	,Training accuracy (MAE): -3.17423e+07	,Validation accuracy (MAE): -7.52078e+07	,Training accuracy (MRAE): 0.640925	,Validation accuracy (MRAE): 0.140068
Epoch: 304	,Training loss (MRSE): 0.129444	,Validation loss (MRSE): 0.79978	,Training loss (MSE): 9.82534e+15	,Validation loss (MSE): 1.93307e+17	,Training accuracy (MAE): -1.33683e+07	,Validation accuracy (MAE): -7.68854e+07	,Training accuracy (MRAE): 0.730282	,Validation accuracy (MRAE): 0.137665
Epoch: 312	,Training loss (MRSE): 0.174468	,Validation loss (MRSE): 0.792382	,Training loss (MSE): 2.8412e+16	,Validation loss (MSE): 1.93023e+17	,Training accuracy (MAE): -2.39331e+07	,Validation accuracy (MAE): -7.51154e+07	,Training accuracy (MRAE): 0.649094	,Validation accuracy (MRAE): 0.145455
Epoch: 320	,Training loss (MRSE): 0.122163	,Validation loss (MRSE): 0.803462	,Training loss (MSE): 1.89973e+16	,Validation loss (MSE): 1.93118e+17	,Training accuracy (MAE): -1.78585e+07	,Validation accuracy (MAE): -7.62169e+07	,Training accuracy (MRAE): 0.742083	,Validation accuracy (MRAE): 0.134685
Epoch: 328	,Training loss (MRSE): 0.16183	,Validation loss (MRSE): 0.801505	,Training loss (MSE): 6.96805e+15	,Validation loss (MSE): 1.93096e+17	,Training accuracy (MAE): -1.26171e+07	,Validation accuracy (MAE): -7.6022e+07	,Training accuracy (MRAE): 0.673018	,Validation accuracy (MRAE): 0.137565
Epoch: 336	,Training loss (MRSE): 0.144967	,Validation loss (MRSE): 0.800938	,Training loss (MSE): 3.2695e+16	,Validation loss (MSE): 1.93101e+17	,Training accuracy (MAE): -2.6257e+07	,Validation accuracy (MAE): -7.60229e+07	,Training accuracy (MRAE): 0.698407	,Validation accuracy (MRAE): 0.136228
Epoch: 344	,Training loss (MRSE): 0.168152	,Validation loss (MRSE): 0.804776	,Training loss (MSE): 1.68387e+16	,Validation loss (MSE): 1.93031e+17	,Training accuracy (MAE): -1.76657e+07	,Validation accuracy (MAE): -7.53486e+07	,Training accuracy (MRAE): 0.668042	,Validation accuracy (MRAE): 0.136544
Epoch: 352	,Training loss (MRSE): 0.154156	,Validation loss (MRSE): 0.8002	,Training loss (MSE): 1.97439e+16	,Validation loss (MSE): 1.93042e+17	,Training accuracy (MAE): -2.03673e+07	,Validation accuracy (MAE): -7.54899e+07	,Training accuracy (MRAE): 0.681354	,Validation accuracy (MRAE): 0.136303
