Epoch: 0:	Training loss (MRSE): 0.909155	,Validation loss (MRSE): 0.896948	,Training loss (MSE): 1.07888e+17	,Validation loss (MSE): 4.32636e+16	,Training accuracy (MAE): -5.41027e+07	,Validation accuracy (MAE): -2.61464e+07	,Training accuracy (MRAE): 0.0599036	,Validation accuracy (MRAE): 0.0742794
Epoch: 2:	Training loss (MRSE): 0.93601	,Validation loss (MRSE): 0.94024	,Training loss (MSE): 9.12619e+16	,Validation loss (MSE): 5.90014e+16	,Training accuracy (MAE): -4.59491e+07	,Validation accuracy (MAE): -3.48273e+07	,Training accuracy (MRAE): 0.0426741	,Validation accuracy (MRAE): 0.0426879
Epoch: 4:	Training loss (MRSE): 0.868212	,Validation loss (MRSE): 0.857502	,Training loss (MSE): 6.38288e+16	,Validation loss (MSE): 1.84624e+17	,Training accuracy (MAE): -3.70643e+07	,Validation accuracy (MAE): -7.21742e+07	,Training accuracy (MRAE): 0.0879251	,Validation accuracy (MRAE): 0.10226
Epoch: 6:	Training loss (MRSE): 0.795987	,Validation loss (MRSE): 0.816325	,Training loss (MSE): 4.98804e+16	,Validation loss (MSE): 9.18594e+16	,Training accuracy (MAE): -3.60853e+07	,Validation accuracy (MAE): -5.44366e+07	,Training accuracy (MRAE): 0.135596	,Validation accuracy (MRAE): 0.121999
Epoch: 8:	Training loss (MRSE): 0.793813	,Validation loss (MRSE): 0.797908	,Training loss (MSE): 7.14257e+16	,Validation loss (MSE): 4.342e+16	,Training accuracy (MAE): -3.88595e+07	,Validation accuracy (MAE): -2.82471e+07	,Training accuracy (MRAE): 0.141885	,Validation accuracy (MRAE): 0.136609
Epoch: 10:	Training loss (MRSE): 0.764829	,Validation loss (MRSE): 0.779199	,Training loss (MSE): 8.97147e+16	,Validation loss (MSE): 1.75458e+17	,Training accuracy (MAE): -4.82407e+07	,Validation accuracy (MAE): -6.87182e+07	,Training accuracy (MRAE): 0.160251	,Validation accuracy (MRAE): 0.157047
Epoch: 12:	Training loss (MRSE): 0.764757	,Validation loss (MRSE): 0.797237	,Training loss (MSE): 5.53197e+16	,Validation loss (MSE): 1.4313e+17	,Training accuracy (MAE): -3.46106e+07	,Validation accuracy (MAE): -6.40051e+07	,Training accuracy (MRAE): 0.157479	,Validation accuracy (MRAE): 0.135588
Epoch: 14:	Training loss (MRSE): 0.759234	,Validation loss (MRSE): 0.79654	,Training loss (MSE): 5.64093e+16	,Validation loss (MSE): 1.65386e+17	,Training accuracy (MAE): -3.25014e+07	,Validation accuracy (MAE): -6.7462e+07	,Training accuracy (MRAE): 0.158919	,Validation accuracy (MRAE): 0.131393
Epoch: 16:	Training loss (MRSE): 0.745676	,Validation loss (MRSE): 0.791658	,Training loss (MSE): 4.62164e+16	,Validation loss (MSE): 1.21555e+17	,Training accuracy (MAE): -2.87357e+07	,Validation accuracy (MAE): -6.03529e+07	,Training accuracy (MRAE): 0.171311	,Validation accuracy (MRAE): 0.136647
Epoch: 18:	Training loss (MRSE): 0.746264	,Validation loss (MRSE): 0.790264	,Training loss (MSE): 5.5618e+16	,Validation loss (MSE): 1.50243e+17	,Training accuracy (MAE): -3.495e+07	,Validation accuracy (MAE): -6.58238e+07	,Training accuracy (MRAE): 0.168214	,Validation accuracy (MRAE): 0.139705
Epoch: 20:	Training loss (MRSE): 0.734912	,Validation loss (MRSE): 0.789977	,Training loss (MSE): 4.37657e+16	,Validation loss (MSE): 1.32323e+17	,Training accuracy (MAE): -2.70486e+07	,Validation accuracy (MAE): -6.2825e+07	,Training accuracy (MRAE): 0.18349	,Validation accuracy (MRAE): 0.139376
Epoch: 22:	Training loss (MRSE): 0.735158	,Validation loss (MRSE): 0.784058	,Training loss (MSE): 5.1787e+16	,Validation loss (MSE): 1.344e+17	,Training accuracy (MAE): -3.16029e+07	,Validation accuracy (MAE): -6.29464e+07	,Training accuracy (MRAE): 0.177299	,Validation accuracy (MRAE): 0.148503
Epoch: 24:	Training loss (MRSE): 0.726548	,Validation loss (MRSE): 0.791046	,Training loss (MSE): 4.48647e+16	,Validation loss (MSE): 1.31662e+17	,Training accuracy (MAE): -2.84714e+07	,Validation accuracy (MAE): -6.31104e+07	,Training accuracy (MRAE): 0.191579	,Validation accuracy (MRAE): 0.140241
Epoch: 26:	Training loss (MRSE): 0.72128	,Validation loss (MRSE): 0.782808	,Training loss (MSE): 4.7655e+16	,Validation loss (MSE): 1.21465e+17	,Training accuracy (MAE): -3.00109e+07	,Validation accuracy (MAE): -6.13948e+07	,Training accuracy (MRAE): 0.192994	,Validation accuracy (MRAE): 0.145609
Epoch: 28:	Training loss (MRSE): 0.718319	,Validation loss (MRSE): 0.787286	,Training loss (MSE): 4.61953e+16	,Validation loss (MSE): 1.32154e+17	,Training accuracy (MAE): -2.92588e+07	,Validation accuracy (MAE): -6.38501e+07	,Training accuracy (MRAE): 0.198698	,Validation accuracy (MRAE): 0.141665
Epoch: 30:	Training loss (MRSE): 0.711813	,Validation loss (MRSE): 0.779971	,Training loss (MSE): 4.77625e+16	,Validation loss (MSE): 1.21798e+17	,Training accuracy (MAE): -2.87768e+07	,Validation accuracy (MAE): -6.26494e+07	,Training accuracy (MRAE): 0.202441	,Validation accuracy (MRAE): 0.142539
Epoch: 32:	Training loss (MRSE): 0.710894	,Validation loss (MRSE): 0.783244	,Training loss (MSE): 4.45482e+16	,Validation loss (MSE): 9.93096e+16	,Training accuracy (MAE): -2.80352e+07	,Validation accuracy (MAE): -5.7139e+07	,Training accuracy (MRAE): 0.203464	,Validation accuracy (MRAE): 0.140449
Epoch: 34:	Training loss (MRSE): 0.715849	,Validation loss (MRSE): 0.779057	,Training loss (MSE): 5.37315e+16	,Validation loss (MSE): 9.78354e+16	,Training accuracy (MAE): -3.24086e+07	,Validation accuracy (MAE): -5.52001e+07	,Training accuracy (MRAE): 0.192807	,Validation accuracy (MRAE): 0.147177
Epoch: 36:	Training loss (MRSE): 0.736336	,Validation loss (MRSE): 0.788226	,Training loss (MSE): 7.62017e+16	,Validation loss (MSE): 1.46935e+17	,Training accuracy (MAE): -4.27984e+07	,Validation accuracy (MAE): -6.21935e+07	,Training accuracy (MRAE): 0.172104	,Validation accuracy (MRAE): 0.138333
Epoch: 38:	Training loss (MRSE): 0.718836	,Validation loss (MRSE): 0.779256	,Training loss (MSE): 4.9934e+16	,Validation loss (MSE): 1.31003e+17	,Training accuracy (MAE): -2.89714e+07	,Validation accuracy (MAE): -6.21826e+07	,Training accuracy (MRAE): 0.188794	,Validation accuracy (MRAE): 0.145802
Epoch: 40:	Training loss (MRSE): 0.699269	,Validation loss (MRSE): 0.793978	,Training loss (MSE): 4.7125e+16	,Validation loss (MSE): 1.1323e+17	,Training accuracy (MAE): -2.8428e+07	,Validation accuracy (MAE): -6.09467e+07	,Training accuracy (MRAE): 0.21205	,Validation accuracy (MRAE): 0.13159
Epoch: 42:	Training loss (MRSE): 0.704164	,Validation loss (MRSE): 0.794951	,Training loss (MSE): 4.79738e+16	,Validation loss (MSE): 1.31367e+17	,Training accuracy (MAE): -3.08481e+07	,Validation accuracy (MAE): -6.47905e+07	,Training accuracy (MRAE): 0.20357	,Validation accuracy (MRAE): 0.129307
Epoch: 44:	Training loss (MRSE): 0.70527	,Validation loss (MRSE): 0.781209	,Training loss (MSE): 5.05374e+16	,Validation loss (MSE): 1.32928e+17	,Training accuracy (MAE): -3.20048e+07	,Validation accuracy (MAE): -6.44171e+07	,Training accuracy (MRAE): 0.199017	,Validation accuracy (MRAE): 0.143021
Epoch: 46:	Training loss (MRSE): 0.696526	,Validation loss (MRSE): 0.784467	,Training loss (MSE): 4.75186e+16	,Validation loss (MSE): 1.24299e+17	,Training accuracy (MAE): -2.94153e+07	,Validation accuracy (MAE): -6.29092e+07	,Training accuracy (MRAE): 0.211785	,Validation accuracy (MRAE): 0.138004
Epoch: 48:	Training loss (MRSE): 0.701874	,Validation loss (MRSE): 0.773281	,Training loss (MSE): 5.14126e+16	,Validation loss (MSE): 1.18019e+17	,Training accuracy (MAE): -3.0996e+07	,Validation accuracy (MAE): -6.09762e+07	,Training accuracy (MRAE): 0.202632	,Validation accuracy (MRAE): 0.148176
Epoch: 50:	Training loss (MRSE): 0.690448	,Validation loss (MRSE): 0.774757	,Training loss (MSE): 4.83157e+16	,Validation loss (MSE): 9.66501e+16	,Training accuracy (MAE): -2.81386e+07	,Validation accuracy (MAE): -5.53085e+07	,Training accuracy (MRAE): 0.216261	,Validation accuracy (MRAE): 0.147769
Epoch: 52:	Training loss (MRSE): 0.687238	,Validation loss (MRSE): 0.771704	,Training loss (MSE): 4.96883e+16	,Validation loss (MSE): 7.15109e+16	,Training accuracy (MAE): -2.85001e+07	,Validation accuracy (MAE): -4.92161e+07	,Training accuracy (MRAE): 0.218859	,Validation accuracy (MRAE): 0.149546
Epoch: 54:	Training loss (MRSE): 0.695632	,Validation loss (MRSE): 0.77145	,Training loss (MSE): 5.57699e+16	,Validation loss (MSE): 5.95721e+16	,Training accuracy (MAE): -3.16033e+07	,Validation accuracy (MAE): -4.18136e+07	,Training accuracy (MRAE): 0.209506	,Validation accuracy (MRAE): 0.155221
Epoch: 56:	Training loss (MRSE): 0.723501	,Validation loss (MRSE): 0.775832	,Training loss (MSE): 8.63077e+16	,Validation loss (MSE): 1.51007e+17	,Training accuracy (MAE): -4.58272e+07	,Validation accuracy (MAE): -6.36182e+07	,Training accuracy (MRAE): 0.185325	,Validation accuracy (MRAE): 0.144059
Epoch: 58:	Training loss (MRSE): 0.670302	,Validation loss (MRSE): 0.772535	,Training loss (MSE): 5.00878e+16	,Validation loss (MSE): 9.32707e+16	,Training accuracy (MAE): -3.14205e+07	,Validation accuracy (MAE): -5.54084e+07	,Training accuracy (MRAE): 0.237688	,Validation accuracy (MRAE): 0.1518
Epoch: 60:	Training loss (MRSE): 0.676824	,Validation loss (MRSE): 0.774822	,Training loss (MSE): 4.65623e+16	,Validation loss (MSE): 9.73513e+16	,Training accuracy (MAE): -2.85736e+07	,Validation accuracy (MAE): -5.65474e+07	,Training accuracy (MRAE): 0.226156	,Validation accuracy (MRAE): 0.148181
Epoch: 62:	Training loss (MRSE): 0.675994	,Validation loss (MRSE): 0.770159	,Training loss (MSE): 4.98997e+16	,Validation loss (MSE): 9.50687e+16	,Training accuracy (MAE): -2.8546e+07	,Validation accuracy (MAE): -5.51948e+07	,Training accuracy (MRAE): 0.225018	,Validation accuracy (MRAE): 0.15315
Epoch: 64:	Training loss (MRSE): 0.672614	,Validation loss (MRSE): 0.773714	,Training loss (MSE): 4.93144e+16	,Validation loss (MSE): 9.04031e+16	,Training accuracy (MAE): -2.75513e+07	,Validation accuracy (MAE): -5.31287e+07	,Training accuracy (MRAE): 0.23346	,Validation accuracy (MRAE): 0.146111
Epoch: 66:	Training loss (MRSE): 0.665577	,Validation loss (MRSE): 0.766339	,Training loss (MSE): 5.19685e+16	,Validation loss (MSE): 7.52872e+16	,Training accuracy (MAE): -2.8094e+07	,Validation accuracy (MAE): -4.83319e+07	,Training accuracy (MRAE): 0.240521	,Validation accuracy (MRAE): 0.153288
Epoch: 68:	Training loss (MRSE): 0.673924	,Validation loss (MRSE): 0.77826	,Training loss (MSE): 4.83362e+16	,Validation loss (MSE): 7.19598e+16	,Training accuracy (MAE): -2.7104e+07	,Validation accuracy (MAE): -4.78401e+07	,Training accuracy (MRAE): 0.227148	,Validation accuracy (MRAE): 0.141522
Epoch: 70:	Training loss (MRSE): 0.670226	,Validation loss (MRSE): 0.772215	,Training loss (MSE): 5.42447e+16	,Validation loss (MSE): 9.02883e+16	,Training accuracy (MAE): -3.08093e+07	,Validation accuracy (MAE): -5.241e+07	,Training accuracy (MRAE): 0.233871	,Validation accuracy (MRAE): 0.146988
