Epoch: 0:	Training loss (MRSE): 0.832413	,Validation loss (MRSE): 0.814034	,Training loss (MSE): 1.16592e+17	,Validation loss (MSE): 2.23136e+17	,Training accuracy (MAE): -8.39842e+07	,Validation accuracy (MAE): -1.20293e+08	,Training accuracy (MRAE): 0.112217	,Validation accuracy (MRAE): 0.121597
Epoch: 1:	Training loss (MRSE): 0.832756	,Validation loss (MRSE): 0.832469	,Training loss (MSE): 1.24468e+17	,Validation loss (MSE): 2.59644e+17	,Training accuracy (MAE): -1.07728e+08	,Validation accuracy (MAE): -1.51817e+08	,Training accuracy (MRAE): 0.113949	,Validation accuracy (MRAE): 0.102944
Epoch: 2:	Training loss (MRSE): 0.829986	,Validation loss (MRSE): 0.811293	,Training loss (MSE): 9.33708e+16	,Validation loss (MSE): 2.74358e+17	,Training accuracy (MAE): -7.06037e+07	,Validation accuracy (MAE): -1.25471e+08	,Training accuracy (MRAE): 0.120888	,Validation accuracy (MRAE): 0.130168
Epoch: 3:	Training loss (MRSE): 0.845062	,Validation loss (MRSE): 0.8388	,Training loss (MSE): 8.6883e+16	,Validation loss (MSE): 2.80176e+17	,Training accuracy (MAE): -7.23516e+07	,Validation accuracy (MAE): -1.40489e+08	,Training accuracy (MRAE): 0.106755	,Validation accuracy (MRAE): 0.108166
Epoch: 4:	Training loss (MRSE): 0.824834	,Validation loss (MRSE): 0.812595	,Training loss (MSE): 7.96496e+16	,Validation loss (MSE): 2.40897e+17	,Training accuracy (MAE): -7.07567e+07	,Validation accuracy (MAE): -1.24338e+08	,Training accuracy (MRAE): 0.120817	,Validation accuracy (MRAE): 0.128817
Epoch: 5:	Training loss (MRSE): 0.850973	,Validation loss (MRSE): 0.833864	,Training loss (MSE): 8.5418e+16	,Validation loss (MSE): 2.60353e+17	,Training accuracy (MAE): -8.7591e+07	,Validation accuracy (MAE): -1.47032e+08	,Training accuracy (MRAE): 0.100522	,Validation accuracy (MRAE): 0.111495
Epoch: 6:	Training loss (MRSE): 0.834089	,Validation loss (MRSE): 0.817686	,Training loss (MSE): 9.28316e+16	,Validation loss (MSE): 2.87063e+17	,Training accuracy (MAE): -8.81743e+07	,Validation accuracy (MAE): -1.53459e+08	,Training accuracy (MRAE): 0.117648	,Validation accuracy (MRAE): 0.126271
Epoch: 7:	Training loss (MRSE): 0.840763	,Validation loss (MRSE): 0.818578	,Training loss (MSE): 9.23908e+16	,Validation loss (MSE): 2.7929e+17	,Training accuracy (MAE): -8.22521e+07	,Validation accuracy (MAE): -1.36671e+08	,Training accuracy (MRAE): 0.111625	,Validation accuracy (MRAE): 0.123746
Epoch: 8:	Training loss (MRSE): 0.838978	,Validation loss (MRSE): 0.83389	,Training loss (MSE): 9.05784e+16	,Validation loss (MSE): 2.8254e+17	,Training accuracy (MAE): -7.8719e+07	,Validation accuracy (MAE): -1.42137e+08	,Training accuracy (MRAE): 0.112158	,Validation accuracy (MRAE): 0.110291
Epoch: 9:	Training loss (MRSE): 0.843578	,Validation loss (MRSE): 0.822587	,Training loss (MSE): 9.02699e+16	,Validation loss (MSE): 2.62782e+17	,Training accuracy (MAE): -9.86121e+07	,Validation accuracy (MAE): -1.60492e+08	,Training accuracy (MRAE): 0.108339	,Validation accuracy (MRAE): 0.118668
Epoch: 10:	Training loss (MRSE): 0.848725	,Validation loss (MRSE): 0.828543	,Training loss (MSE): 9.65938e+16	,Validation loss (MSE): 2.60271e+17	,Training accuracy (MAE): -1.08833e+08	,Validation accuracy (MAE): -1.65542e+08	,Training accuracy (MRAE): 0.102881	,Validation accuracy (MRAE): 0.116579
