Epoch: 0	,Training loss (MRSE): 0.812648	,Validation loss (MRSE): 0.855061	,Training loss (MSE): 1.4148e+17	,Validation loss (MSE): 4.23186e+18	,Training accuracy (MAE): -1.0149e+08	,Validation accuracy (MAE): -3.68727e+08	,Training accuracy (MRAE): 0.120457	,Validation accuracy (MRAE): 0.0937359
Epoch: 8	,Training loss (MRSE): 0.626418	,Validation loss (MRSE): 0.812517	,Training loss (MSE): 1.49679e+17	,Validation loss (MSE): 1.93073e+17	,Training accuracy (MAE): -5.95758e+07	,Validation accuracy (MAE): -7.57649e+07	,Training accuracy (MRAE): 0.252704	,Validation accuracy (MRAE): 0.124802
Epoch: 16	,Training loss (MRSE): 0.670449	,Validation loss (MRSE): 0.851581	,Training loss (MSE): 1.26366e+17	,Validation loss (MSE): 1.93064e+17	,Training accuracy (MAE): -5.52225e+07	,Validation accuracy (MAE): -7.53196e+07	,Training accuracy (MRAE): 0.22173	,Validation accuracy (MRAE): 0.097141
Epoch: 24	,Training loss (MRSE): 0.492228	,Validation loss (MRSE): 0.818907	,Training loss (MSE): 8.12526e+17	,Validation loss (MSE): 1.93041e+17	,Training accuracy (MAE): -1.20447e+08	,Validation accuracy (MAE): -7.5551e+07	,Training accuracy (MRAE): 0.360692	,Validation accuracy (MRAE): 0.118546
Epoch: 32	,Training loss (MRSE): 0.384576	,Validation loss (MRSE): 0.789471	,Training loss (MSE): 5.40372e+16	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -3.2465e+07	,Validation accuracy (MAE): -7.50257e+07	,Training accuracy (MRAE): 0.467824	,Validation accuracy (MRAE): 0.144518
Epoch: 40	,Training loss (MRSE): 0.384018	,Validation loss (MRSE): 0.807229	,Training loss (MSE): 6.82693e+17	,Validation loss (MSE): 1.93054e+17	,Training accuracy (MAE): -1.0354e+08	,Validation accuracy (MAE): -7.56264e+07	,Training accuracy (MRAE): 0.461464	,Validation accuracy (MRAE): 0.129287
Epoch: 48	,Training loss (MRSE): 0.350734	,Validation loss (MRSE): 0.780329	,Training loss (MSE): 7.27305e+16	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -3.7594e+07	,Validation accuracy (MAE): -7.54382e+07	,Training accuracy (MRAE): 0.492846	,Validation accuracy (MRAE): 0.159563
Epoch: 56	,Training loss (MRSE): 0.339046	,Validation loss (MRSE): 0.794597	,Training loss (MSE): 4.19966e+16	,Validation loss (MSE): 1.93021e+17	,Training accuracy (MAE): -2.78436e+07	,Validation accuracy (MAE): -7.50324e+07	,Training accuracy (MRAE): 0.512537	,Validation accuracy (MRAE): 0.139064
Epoch: 64	,Training loss (MRSE): 0.434243	,Validation loss (MRSE): 0.780462	,Training loss (MSE): 6.89223e+18	,Validation loss (MSE): 1.93062e+17	,Training accuracy (MAE): -3.47156e+08	,Validation accuracy (MAE): -7.62136e+07	,Training accuracy (MRAE): 0.415598	,Validation accuracy (MRAE): 0.157103
Epoch: 72	,Training loss (MRSE): 0.314987	,Validation loss (MRSE): 0.788093	,Training loss (MSE): 3.44834e+16	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -2.49893e+07	,Validation accuracy (MAE): -7.53679e+07	,Training accuracy (MRAE): 0.526518	,Validation accuracy (MRAE): 0.145331
Epoch: 80	,Training loss (MRSE): 0.374735	,Validation loss (MRSE): 0.780793	,Training loss (MSE): 2.63936e+16	,Validation loss (MSE): 1.92923e+17	,Training accuracy (MAE): -2.27813e+07	,Validation accuracy (MAE): -7.51867e+07	,Training accuracy (MRAE): 0.456971	,Validation accuracy (MRAE): 0.145059
Epoch: 88	,Training loss (MRSE): 0.309824	,Validation loss (MRSE): 0.778457	,Training loss (MSE): 5.43693e+16	,Validation loss (MSE): 1.92991e+17	,Training accuracy (MAE): -3.27515e+07	,Validation accuracy (MAE): -7.54338e+07	,Training accuracy (MRAE): 0.52854	,Validation accuracy (MRAE): 0.153702
Epoch: 96	,Training loss (MRSE): 0.27406	,Validation loss (MRSE): 0.776975	,Training loss (MSE): 1.72801e+16	,Validation loss (MSE): 1.93005e+17	,Training accuracy (MAE): -1.65822e+07	,Validation accuracy (MAE): -7.51617e+07	,Training accuracy (MRAE): 0.567761	,Validation accuracy (MRAE): 0.157416
Epoch: 104	,Training loss (MRSE): 0.277791	,Validation loss (MRSE): 0.775922	,Training loss (MSE): 4.67311e+17	,Validation loss (MSE): 1.93e+17	,Training accuracy (MAE): -7.23431e+07	,Validation accuracy (MAE): -7.54023e+07	,Training accuracy (MRAE): 0.563812	,Validation accuracy (MRAE): 0.156796
Epoch: 112	,Training loss (MRSE): 0.329113	,Validation loss (MRSE): 0.794151	,Training loss (MSE): 7.23134e+16	,Validation loss (MSE): 1.9301e+17	,Training accuracy (MAE): -4.05039e+07	,Validation accuracy (MAE): -7.48859e+07	,Training accuracy (MRAE): 0.488177	,Validation accuracy (MRAE): 0.134759
Epoch: 120	,Training loss (MRSE): 0.285291	,Validation loss (MRSE): 0.794265	,Training loss (MSE): 3.04407e+16	,Validation loss (MSE): 1.93003e+17	,Training accuracy (MAE): -2.37711e+07	,Validation accuracy (MAE): -7.50047e+07	,Training accuracy (MRAE): 0.545017	,Validation accuracy (MRAE): 0.143731
Epoch: 128	,Training loss (MRSE): 0.269048	,Validation loss (MRSE): 0.784838	,Training loss (MSE): 3.63247e+16	,Validation loss (MSE): 1.92996e+17	,Training accuracy (MAE): -2.81585e+07	,Validation accuracy (MAE): -7.50649e+07	,Training accuracy (MRAE): 0.559297	,Validation accuracy (MRAE): 0.149228
Epoch: 136	,Training loss (MRSE): 0.306258	,Validation loss (MRSE): 0.797323	,Training loss (MSE): 6.24824e+16	,Validation loss (MSE): 1.93018e+17	,Training accuracy (MAE): -3.76181e+07	,Validation accuracy (MAE): -7.51032e+07	,Training accuracy (MRAE): 0.512109	,Validation accuracy (MRAE): 0.136232
