Epoch: 0	,Training loss (MRSE): 0.977026	,Validation loss (MRSE): 0.890317	,Training loss (MSE): 4.15437e+18	,Validation loss (MSE): 1.35748e+18	,Training accuracy (MAE): -9.94459e+08	,Validation accuracy (MAE): -3.10332e+08	,Training accuracy (MRAE): 0.0138146	,Validation accuracy (MRAE): 0.0744475
Epoch: 2	,Training loss (MRSE): 0.719936	,Validation loss (MRSE): 0.803793	,Training loss (MSE): 1.33053e+20	,Validation loss (MSE): 9.3255e+17	,Training accuracy (MAE): -7.71679e+08	,Validation accuracy (MAE): -1.57756e+08	,Training accuracy (MRAE): 0.199055	,Validation accuracy (MRAE): 0.130012
Epoch: 4	,Training loss (MRSE): 0.807311	,Validation loss (MRSE): 0.874077	,Training loss (MSE): 1.52884e+17	,Validation loss (MSE): 1.93034e+17	,Training accuracy (MAE): -6.03827e+07	,Validation accuracy (MAE): -7.46139e+07	,Training accuracy (MRAE): 0.126726	,Validation accuracy (MRAE): 0.0787723
Epoch: 6	,Training loss (MRSE): 0.729388	,Validation loss (MRSE): 0.839112	,Training loss (MSE): 1.52855e+17	,Validation loss (MSE): 1.9303e+17	,Training accuracy (MAE): -6.03456e+07	,Validation accuracy (MAE): -7.46322e+07	,Training accuracy (MRAE): 0.182285	,Validation accuracy (MRAE): 0.102367
Epoch: 8	,Training loss (MRSE): 0.691839	,Validation loss (MRSE): 0.830652	,Training loss (MSE): 1.52683e+17	,Validation loss (MSE): 1.93019e+17	,Training accuracy (MAE): -6.01919e+07	,Validation accuracy (MAE): -7.47385e+07	,Training accuracy (MRAE): 0.207032	,Validation accuracy (MRAE): 0.114454
Epoch: 10	,Training loss (MRSE): 0.713025	,Validation loss (MRSE): 0.833275	,Training loss (MSE): 1.52773e+17	,Validation loss (MSE): 1.93023e+17	,Training accuracy (MAE): -6.02851e+07	,Validation accuracy (MAE): -7.46531e+07	,Training accuracy (MRAE): 0.192026	,Validation accuracy (MRAE): 0.107726
Epoch: 12	,Training loss (MRSE): 0.671508	,Validation loss (MRSE): 0.821876	,Training loss (MSE): 1.51435e+17	,Validation loss (MSE): 1.9293e+17	,Training accuracy (MAE): -5.98483e+07	,Validation accuracy (MAE): -7.52031e+07	,Training accuracy (MRAE): 0.23293	,Validation accuracy (MRAE): 0.117346
Epoch: 14	,Training loss (MRSE): 0.642996	,Validation loss (MRSE): 0.817311	,Training loss (MSE): 1.51638e+17	,Validation loss (MSE): 1.93007e+17	,Training accuracy (MAE): -5.97411e+07	,Validation accuracy (MAE): -7.4969e+07	,Training accuracy (MRAE): 0.253319	,Validation accuracy (MRAE): 0.120091
Epoch: 16	,Training loss (MRSE): 0.728302	,Validation loss (MRSE): 0.833112	,Training loss (MSE): 1.52748e+17	,Validation loss (MSE): 1.93032e+17	,Training accuracy (MAE): -6.04034e+07	,Validation accuracy (MAE): -7.46985e+07	,Training accuracy (MRAE): 0.181067	,Validation accuracy (MRAE): 0.111182
Epoch: 18	,Training loss (MRSE): 0.653074	,Validation loss (MRSE): 0.799759	,Training loss (MSE): 1.50949e+17	,Validation loss (MSE): 1.92929e+17	,Training accuracy (MAE): -5.94544e+07	,Validation accuracy (MAE): -7.47501e+07	,Training accuracy (MRAE): 0.244077	,Validation accuracy (MRAE): 0.135207
Epoch: 20	,Training loss (MRSE): 0.572426	,Validation loss (MRSE): 0.77415	,Training loss (MSE): 1.50397e+17	,Validation loss (MSE): 1.92981e+17	,Training accuracy (MAE): -5.912e+07	,Validation accuracy (MAE): -7.48532e+07	,Training accuracy (MRAE): 0.310594	,Validation accuracy (MRAE): 0.16297
