Epoch: 0	,Training loss (MRSE): 0.752922	,Validation loss (MRSE): 0.793873	,Training loss (MSE): 1.52887e+17	,Validation loss (MSE): 1.9304e+17	,Training accuracy (MAE): -6.03864e+07	,Validation accuracy (MAE): -7.48706e+07	,Training accuracy (MRAE): 0.162884	,Validation accuracy (MRAE): 0.141968
Epoch: 2	,Training loss (MRSE): 0.710541	,Validation loss (MRSE): 0.800406	,Training loss (MSE): 1.52886e+17	,Validation loss (MSE): 1.93029e+17	,Training accuracy (MAE): -6.03759e+07	,Validation accuracy (MAE): -7.46088e+07	,Training accuracy (MRAE): 0.199783	,Validation accuracy (MRAE): 0.130329
Epoch: 4	,Training loss (MRSE): 0.733326	,Validation loss (MRSE): 0.823376	,Training loss (MSE): 1.52871e+17	,Validation loss (MSE): 1.93009e+17	,Training accuracy (MAE): -6.03707e+07	,Validation accuracy (MAE): -7.46453e+07	,Training accuracy (MRAE): 0.178159	,Validation accuracy (MRAE): 0.11982
Epoch: 6	,Training loss (MRSE): 0.683883	,Validation loss (MRSE): 0.811368	,Training loss (MSE): 1.52822e+17	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -6.03459e+07	,Validation accuracy (MAE): -7.47143e+07	,Training accuracy (MRAE): 0.227615	,Validation accuracy (MRAE): 0.130808
Epoch: 8	,Training loss (MRSE): 0.724478	,Validation loss (MRSE): 0.828137	,Training loss (MSE): 1.52805e+17	,Validation loss (MSE): 1.93013e+17	,Training accuracy (MAE): -6.03438e+07	,Validation accuracy (MAE): -7.47568e+07	,Training accuracy (MRAE): 0.180869	,Validation accuracy (MRAE): 0.117754
Epoch: 10	,Training loss (MRSE): 0.700466	,Validation loss (MRSE): 0.825558	,Training loss (MSE): 1.52769e+17	,Validation loss (MSE): 1.9302e+17	,Training accuracy (MAE): -6.03564e+07	,Validation accuracy (MAE): -7.49315e+07	,Training accuracy (MRAE): 0.213646	,Validation accuracy (MRAE): 0.128945
Epoch: 12	,Training loss (MRSE): 0.763667	,Validation loss (MRSE): 0.866877	,Training loss (MSE): 1.5255e+17	,Validation loss (MSE): 1.92969e+17	,Training accuracy (MAE): -6.10294e+07	,Validation accuracy (MAE): -7.53363e+07	,Training accuracy (MRAE): 0.155513	,Validation accuracy (MRAE): 0.0868758
Epoch: 14	,Training loss (MRSE): 0.71664	,Validation loss (MRSE): 0.802833	,Training loss (MSE): 1.52841e+17	,Validation loss (MSE): 1.93029e+17	,Training accuracy (MAE): -6.03435e+07	,Validation accuracy (MAE): -7.46685e+07	,Training accuracy (MRAE): 0.186493	,Validation accuracy (MRAE): 0.126793
Epoch: 16	,Training loss (MRSE): 0.714564	,Validation loss (MRSE): 0.785976	,Training loss (MSE): 1.52859e+17	,Validation loss (MSE): 1.93031e+17	,Training accuracy (MAE): -6.03451e+07	,Validation accuracy (MAE): -7.46524e+07	,Training accuracy (MRAE): 0.194706	,Validation accuracy (MRAE): 0.149032
Epoch: 18	,Training loss (MRSE): 0.716808	,Validation loss (MRSE): 0.829109	,Training loss (MSE): 1.52735e+17	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -6.02872e+07	,Validation accuracy (MAE): -7.48476e+07	,Training accuracy (MRAE): 0.190448	,Validation accuracy (MRAE): 0.115306
Epoch: 20	,Training loss (MRSE): 0.680564	,Validation loss (MRSE): 0.814702	,Training loss (MSE): 1.52735e+17	,Validation loss (MSE): 1.93027e+17	,Training accuracy (MAE): -6.02576e+07	,Validation accuracy (MAE): -7.48593e+07	,Training accuracy (MRAE): 0.22283	,Validation accuracy (MRAE): 0.120418
Epoch: 22	,Training loss (MRSE): 0.675314	,Validation loss (MRSE): 0.826693	,Training loss (MSE): 1.52654e+17	,Validation loss (MSE): 1.93027e+17	,Training accuracy (MAE): -6.02245e+07	,Validation accuracy (MAE): -7.49434e+07	,Training accuracy (MRAE): 0.223726	,Validation accuracy (MRAE): 0.116391
Epoch: 24	,Training loss (MRSE): 0.686951	,Validation loss (MRSE): 0.818449	,Training loss (MSE): 1.52734e+17	,Validation loss (MSE): 1.93031e+17	,Training accuracy (MAE): -6.02616e+07	,Validation accuracy (MAE): -7.48079e+07	,Training accuracy (MRAE): 0.21006	,Validation accuracy (MRAE): 0.114189
Epoch: 26	,Training loss (MRSE): 0.670818	,Validation loss (MRSE): 0.82991	,Training loss (MSE): 1.52601e+17	,Validation loss (MSE): 1.93029e+17	,Training accuracy (MAE): -6.02194e+07	,Validation accuracy (MAE): -7.50009e+07	,Training accuracy (MRAE): 0.22312	,Validation accuracy (MRAE): 0.107979
Epoch: 28	,Training loss (MRSE): 0.668008	,Validation loss (MRSE): 0.822531	,Training loss (MSE): 1.52542e+17	,Validation loss (MSE): 1.93021e+17	,Training accuracy (MAE): -6.02088e+07	,Validation accuracy (MAE): -7.50491e+07	,Training accuracy (MRAE): 0.226163	,Validation accuracy (MRAE): 0.117582
Epoch: 30	,Training loss (MRSE): 0.655291	,Validation loss (MRSE): 0.818903	,Training loss (MSE): 1.52429e+17	,Validation loss (MSE): 1.93016e+17	,Training accuracy (MAE): -6.0284e+07	,Validation accuracy (MAE): -7.5207e+07	,Training accuracy (MRAE): 0.241652	,Validation accuracy (MRAE): 0.126963
Epoch: 32	,Training loss (MRSE): 0.720242	,Validation loss (MRSE): 0.786668	,Training loss (MSE): 1.52808e+17	,Validation loss (MSE): 1.93033e+17	,Training accuracy (MAE): -6.03126e+07	,Validation accuracy (MAE): -7.46926e+07	,Training accuracy (MRAE): 0.191764	,Validation accuracy (MRAE): 0.158291
Epoch: 34	,Training loss (MRSE): 0.650435	,Validation loss (MRSE): 0.801902	,Training loss (MSE): 1.52562e+17	,Validation loss (MSE): 1.93024e+17	,Training accuracy (MAE): -6.01943e+07	,Validation accuracy (MAE): -7.50234e+07	,Training accuracy (MRAE): 0.245418	,Validation accuracy (MRAE): 0.138324
Epoch: 36	,Training loss (MRSE): 0.655569	,Validation loss (MRSE): 0.796901	,Training loss (MSE): 1.52627e+17	,Validation loss (MSE): 1.93025e+17	,Training accuracy (MAE): -6.02007e+07	,Validation accuracy (MAE): -7.48863e+07	,Training accuracy (MRAE): 0.235543	,Validation accuracy (MRAE): 0.140304
Epoch: 38	,Training loss (MRSE): 0.698207	,Validation loss (MRSE): 0.795607	,Training loss (MSE): 1.52759e+17	,Validation loss (MSE): 1.9303e+17	,Training accuracy (MAE): -6.0273e+07	,Validation accuracy (MAE): -7.47387e+07	,Training accuracy (MRAE): 0.201453	,Validation accuracy (MRAE): 0.139308
Epoch: 40	,Training loss (MRSE): 0.644251	,Validation loss (MRSE): 0.79731	,Training loss (MSE): 1.52497e+17	,Validation loss (MSE): 1.93022e+17	,Training accuracy (MAE): -6.0127e+07	,Validation accuracy (MAE): -7.50447e+07	,Training accuracy (MRAE): 0.249194	,Validation accuracy (MRAE): 0.142213
Epoch: 42	,Training loss (MRSE): 0.638289	,Validation loss (MRSE): 0.793473	,Training loss (MSE): 1.52488e+17	,Validation loss (MSE): 1.93023e+17	,Training accuracy (MAE): -6.01203e+07	,Validation accuracy (MAE): -7.50414e+07	,Training accuracy (MRAE): 0.256557	,Validation accuracy (MRAE): 0.147246
