Epoch: 0:	Training loss (MRSE): 0.75597	,Validation loss (MRSE): 0.761391	,Training loss (MSE): 1.8862e+17	,Validation loss (MSE): 7.82325e+16	,Training accuracy (MAE): -7.10928e+07	,Validation accuracy (MAE): -4.17456e+07	,Training accuracy (MRAE): 0.161068	,Validation accuracy (MRAE): 0.159575
Epoch: 2:	Training loss (MRSE): 0.860666	,Validation loss (MRSE): 0.879674	,Training loss (MSE): 1.82789e+17	,Validation loss (MSE): 7.3282e+16	,Training accuracy (MAE): -1.04753e+08	,Validation accuracy (MAE): -7.48912e+07	,Training accuracy (MRAE): 0.0910219	,Validation accuracy (MRAE): 0.0816694
Epoch: 4:	Training loss (MRSE): 0.846964	,Validation loss (MRSE): 0.870929	,Training loss (MSE): 1.85175e+17	,Validation loss (MSE): 7.60291e+16	,Training accuracy (MAE): -9.35846e+07	,Validation accuracy (MAE): -6.41475e+07	,Training accuracy (MRAE): 0.100893	,Validation accuracy (MRAE): 0.08483
Epoch: 6:	Training loss (MRSE): 0.928771	,Validation loss (MRSE): 0.923982	,Training loss (MSE): 1.86221e+17	,Validation loss (MSE): 8.73353e+16	,Training accuracy (MAE): -1.7689e+08	,Validation accuracy (MAE): -1.50183e+08	,Training accuracy (MRAE): 0.0428556	,Validation accuracy (MRAE): 0.0506969
Epoch: 8:	Training loss (MRSE): 0.863066	,Validation loss (MRSE): 0.871534	,Training loss (MSE): 1.8446e+17	,Validation loss (MSE): 7.73769e+16	,Training accuracy (MAE): -1.04415e+08	,Validation accuracy (MAE): -7.46595e+07	,Training accuracy (MRAE): 0.0904366	,Validation accuracy (MRAE): 0.0856648
Epoch: 10:	Training loss (MRSE): 0.84287	,Validation loss (MRSE): 0.856036	,Training loss (MSE): 1.84606e+17	,Validation loss (MSE): 7.64963e+16	,Training accuracy (MAE): -9.24665e+07	,Validation accuracy (MAE): -6.33758e+07	,Training accuracy (MRAE): 0.105451	,Validation accuracy (MRAE): 0.100352
Epoch: 12:	Training loss (MRSE): 0.943845	,Validation loss (MRSE): 0.93081	,Training loss (MSE): 1.9867e+17	,Validation loss (MSE): 9.88103e+16	,Training accuracy (MAE): -2.23208e+08	,Validation accuracy (MAE): -1.91861e+08	,Training accuracy (MRAE): 0.0328399	,Validation accuracy (MRAE): 0.0473882
Epoch: 14:	Training loss (MRSE): 0.938672	,Validation loss (MRSE): 0.926978	,Training loss (MSE): 1.90043e+17	,Validation loss (MSE): 8.85222e+16	,Training accuracy (MAE): -2.03814e+08	,Validation accuracy (MAE): -1.70673e+08	,Training accuracy (MRAE): 0.036201	,Validation accuracy (MRAE): 0.0473124
Epoch: 16:	Training loss (MRSE): 0.919207	,Validation loss (MRSE): 0.916792	,Training loss (MSE): 1.84321e+17	,Validation loss (MSE): 8.48285e+16	,Training accuracy (MAE): -1.57776e+08	,Validation accuracy (MAE): -1.3269e+08	,Training accuracy (MRAE): 0.0492717	,Validation accuracy (MRAE): 0.0532391
Epoch: 18:	Training loss (MRSE): 0.921327	,Validation loss (MRSE): 0.913617	,Training loss (MSE): 1.8647e+17	,Validation loss (MSE): 8.23418e+16	,Training accuracy (MAE): -1.72277e+08	,Validation accuracy (MAE): -1.40359e+08	,Training accuracy (MRAE): 0.0473183	,Validation accuracy (MRAE): 0.0564518
Epoch: 20:	Training loss (MRSE): 0.900424	,Validation loss (MRSE): 0.89843	,Training loss (MSE): 1.83648e+17	,Validation loss (MSE): 7.77203e+16	,Training accuracy (MAE): -1.32299e+08	,Validation accuracy (MAE): -1.01763e+08	,Training accuracy (MRAE): 0.0619663	,Validation accuracy (MRAE): 0.0642305
Epoch: 22:	Training loss (MRSE): 0.872824	,Validation loss (MRSE): 0.882169	,Training loss (MSE): 1.83134e+17	,Validation loss (MSE): 7.74511e+16	,Training accuracy (MAE): -1.09714e+08	,Validation accuracy (MAE): -8.08835e+07	,Training accuracy (MRAE): 0.082557	,Validation accuracy (MRAE): 0.0772272
Epoch: 24:	Training loss (MRSE): 0.92713	,Validation loss (MRSE): 0.912845	,Training loss (MSE): 1.93875e+17	,Validation loss (MSE): 8.86485e+16	,Training accuracy (MAE): -1.86293e+08	,Validation accuracy (MAE): -1.52081e+08	,Training accuracy (MRAE): 0.0442484	,Validation accuracy (MRAE): 0.0579764
Epoch: 26:	Training loss (MRSE): 0.929493	,Validation loss (MRSE): 0.920794	,Training loss (MSE): 1.8644e+17	,Validation loss (MSE): 8.51275e+16	,Training accuracy (MAE): -1.75927e+08	,Validation accuracy (MAE): -1.46291e+08	,Training accuracy (MRAE): 0.0417046	,Validation accuracy (MRAE): 0.0522789
Epoch: 28:	Training loss (MRSE): 0.928255	,Validation loss (MRSE): 0.921596	,Training loss (MSE): 1.85922e+17	,Validation loss (MSE): 8.42105e+16	,Training accuracy (MAE): -1.80339e+08	,Validation accuracy (MAE): -1.49644e+08	,Training accuracy (MRAE): 0.0427337	,Validation accuracy (MRAE): 0.0499344
Epoch: 30:	Training loss (MRSE): 0.941969	,Validation loss (MRSE): 0.935231	,Training loss (MSE): 1.9437e+17	,Validation loss (MSE): 9.62248e+16	,Training accuracy (MAE): -2.13944e+08	,Validation accuracy (MAE): -1.85428e+08	,Training accuracy (MRAE): 0.0341525	,Validation accuracy (MRAE): 0.0422265
Epoch: 32:	Training loss (MRSE): 0.935376	,Validation loss (MRSE): 0.925101	,Training loss (MSE): 1.88471e+17	,Validation loss (MSE): 8.87556e+16	,Training accuracy (MAE): -1.90797e+08	,Validation accuracy (MAE): -1.62346e+08	,Training accuracy (MRAE): 0.0380598	,Validation accuracy (MRAE): 0.0495033
Epoch: 34:	Training loss (MRSE): 0.935329	,Validation loss (MRSE): 0.926639	,Training loss (MSE): 1.8603e+17	,Validation loss (MSE): 8.56409e+16	,Training accuracy (MAE): -1.90242e+08	,Validation accuracy (MAE): -1.6076e+08	,Training accuracy (MRAE): 0.0384077	,Validation accuracy (MRAE): 0.0482919
Epoch: 36:	Training loss (MRSE): 0.930779	,Validation loss (MRSE): 0.922337	,Training loss (MSE): 1.84392e+17	,Validation loss (MSE): 8.37941e+16	,Training accuracy (MAE): -1.7899e+08	,Validation accuracy (MAE): -1.49681e+08	,Training accuracy (MRAE): 0.0412154	,Validation accuracy (MRAE): 0.0501991
Epoch: 38:	Training loss (MRSE): 0.916177	,Validation loss (MRSE): 0.913056	,Training loss (MSE): 1.82299e+17	,Validation loss (MSE): 8.06244e+16	,Training accuracy (MAE): -1.51008e+08	,Validation accuracy (MAE): -1.22917e+08	,Training accuracy (MRAE): 0.0513171	,Validation accuracy (MRAE): 0.0547492
Epoch: 40:	Training loss (MRSE): 0.920023	,Validation loss (MRSE): 0.915386	,Training loss (MSE): 1.83213e+17	,Validation loss (MSE): 8.20534e+16	,Training accuracy (MAE): -1.56392e+08	,Validation accuracy (MAE): -1.29106e+08	,Training accuracy (MRAE): 0.0482527	,Validation accuracy (MRAE): 0.0555235
